RID;PLZ;City;Material ID
19335;1000;Lausanne 25;20
30316;1000;Lausanne 25;2,4,5,24,25
39133;1000;Lausanne;5,20
41499;1000;Lausanne;5,6,28,37,17,30,20
41520;1000;Lausanne;5,6,28,37,17,30,20
19242;1003;Lausanne;20
28541;1003;Lausanne;5,20
29068;1003;Lausanne;5,20
29296;1003;Lausanne;5,28,37,17,30,20,29
29297;1003;Lausanne;5,28,37,17,30,20,29
30304;1003;Lausanne;2,4,24,25
30351;1003;Lausanne;4,24
30352;1003;Lausanne;4,24
30577;1003;Lausanne;4,5,20
35373;1003;Lausanne;20
47417;1003;Lausanne;5,34,37,17,30,20,29
47444;1003;Lausanne;5,34,28,19,37,17,30,20,29
47831;1003;Lausanne;5,20
22755;1004;Lausanne;4,30,20
28535;1004;Lausanne;5,20
29300;1004;Lausanne;5,28,37,17,30,20,29
29302;1004;Lausanne;5,28,37,17,30,20,29
29303;1004;Lausanne;5,28,37,17,30,20,29
30293;1004;Lausanne;4,24,25
30295;1004;Lausanne;4,5,24,25
30305;1004;Lausanne;4,24,25
30327;1004;Lausanne;2,4,5,24,25
30345;1004;Lausanne;2,4,24,25
30353;1004;Lausanne;2,4,5,24,25
30354;1004;Lausanne;4,24
30359;1004;Lausanne;2,4,24,25
30360;1004;Lausanne;4,24,25
30371;1004;Lausanne;4,24,25
30576;1004;Lausanne;4,5,20
35451;1004;Lausanne;4,24
35454;1004;Lausanne;4,24
47424;1004;Lausanne;5,34,19,37,17,30,20,29
47439;1004;Lausanne;5,34,28,19,37,17,30,20,29
8025;1005;Lausanne;1,2,4,5,6,28,9,10,11,13,19,14,16,17,3,20,39,21,22,23,24,25,27,26
16686;1005;Lausanne;20
29295;1005;Lausanne;5,28,37,17,30,20,29
30302;1005;Lausanne;2,4,5,24
30330;1005;Lausanne;25
30350;1005;Lausanne;2,4,5,24,25
30369;1005;Lausanne;2,4,5,24,25
30377;1005;Lausanne;2,4,5,24
35455;1005;Lausanne;4,24
39449;1005;Lausanne;5,28,37,17,30,20,29
39871;1005;Lausanne;20
8026;1006;Lausanne;1,2,4,5,6,28,9,10,11,12,19,14,16,17,18,3,20,39,21,22,23,24,25,27,26
21649;1006;Lausanne;20
28536;1006;Lausanne;5,20
29292;1006;Lausanne;5,28,37,17,30,20,29
29293;1006;Lausanne;5,28,37,17,30,20,29
30323;1006;Lausanne;4,24,25
30338;1006;Lausanne;2,4,5,24,25
30347;1006;Lausanne;25
30361;1006;Lausanne;2,4,5,24,25
30376;1006;Lausanne;2,4,24,25
30578;1006;Lausanne;5,20
30579;1006;Lausanne;4,5,20
35442;1006;Lausanne;4,24,25
35444;1006;Lausanne;25
35445;1006;Lausanne;25
35447;1006;Lausanne;2,4,24,25
35448;1006;Lausanne;4,24
47440;1006;Lausanne;5,34,28,19,37,17,30,20,29
8028;1007;Lausanne;1,2,4,5,6,28,9,10,11,19,14,16,17,18,3,20,39,21,22,23,24,25,27,26
20378;1007;Lausanne;20
20380;1007;Lausanne;20
21521;1007;Lausanne;20
28534;1007;Lausanne;5,20
29290;1007;Lausanne;5,28,37,17,30,20,29
29294;1007;Lausanne;5,28,37,17,30,20,29
30291;1007;Lausanne;4,24,25
30299;1007;Lausanne;25
30310;1007;Lausanne;4,24,25
30329;1007;Lausanne;4,24,25
30332;1007;Lausanne;2,4,5,24,25
30335;1007;Lausanne;2,4,24,25
30339;1007;Lausanne;2,4,5,24
30346;1007;Lausanne;2
30373;1007;Lausanne;4,24,25
35423;1007;Lausanne;20
35456;1007;Lausanne;2
35457;1007;Lausanne;2
35458;1007;Lausanne;1,4,24,25
41510;1007;Lausanne;5,6,28,37,17,30,20
45324;1007;Lausanne;20
45696;1007;Lausanne;20
45705;1007;Lausanne;20
47403;1007;Lausanne;5,34,19,37,17,30,20,29
47410;1007;Lausanne;5,34,19,37,17,30,20,29
18456;1008;Prilly;20
19343;1008;Prilly;20
19407;1008;Prilly;20
20379;1008;Prilly;20
21314;1008;Prilly;20
23890;1008;Jouxtens-Mézery;4,9,19,24,25
28613;1008;Prilly;5,20
29299;1008;Prilly;5,28,37,17,30,20,29
29306;1008;Prilly;5,28,37,17,30,20,29
35370;1008;Prilly;20
35869;1008;Prilly;4,24,25
35870;1008;Prilly;4,24,25
35871;1008;Prilly;4,24,25
35872;1008;Prilly;25
47412;1008;Prilly;5,34,19,37,17,30,20,29
48273;1008;Prilly;4,24,25
29291;1009;Pully;5,28,37,17,30,20,29
30929;1009;Pully;4,9,11,20,24
30930;1009;Pully;4,9,11,12,14,3,20,24
30931;1009;Pully;4,9,11,12,14,3,20,24
30932;1009;Pully;4,9,11,12,14,3,20,24,25
30933;1009;Pully;2,4,9,11,20,24
30934;1009;Pully;4,9,11,12,14,3,20,24
30935;1009;Pully;4,9,12,14,3,20,24
30936;1009;Pully;4,9,11,20,24
30937;1009;Pully;4,9,11,20,24
30938;1009;Pully;4,9,11,12,14,3,20,24
30939;1009;Pully;4,9,11,20,24
30940;1009;Pully;2,4,9,11,20,24,25
30941;1009;Pully;4,9,11,12,14,3,20,24,25
30942;1009;Pully;4,9,11,12,20,24
30943;1009;Pully;4,9,11,12,14,3,20,24
30944;1009;Pully;2,4,9,11,12,14,3,20,24
30945;1009;Pully;11,20
30946;1009;Pully;4,9,11,20,24
30947;1009;Pully;4,9,11,12,20,24
30948;1009;Pully;4,9,11,20,24
30949;1009;Pully;4,9,11,20,24,25
30950;1009;Pully;2,4,9,11,12,14,3,20,24
30951;1009;Pully;2,4,9,20,24
39862;1009;Pully;20
39863;1009;Pully;20
42982;1009;Pully;4,11,12,14,3,20,24
42983;1009;Pully;4,9,11,12,14,3,20,24
42984;1009;Pully;4,9,11,12,14,3,20,24
42985;1009;Pully;4,9,11,20,24
47442;1009;Pully;5,34,28,19,37,17,30,20,29
19340;1010;Lausanne;20
28892;1010;Lausanne;5,20
30294;1010;Lausanne;2,4,5,24,25
30301;1010;Lausanne;25
30319;1010;Lausanne;2,4,5,24,25
30342;1010;Lausanne;2,5,25
35386;1010;Lausanne;20
39264;1010;Lausanne;5,20
39408;1010;Lausanne;5,37,20
45695;1010;Lausanne;20
47432;1010;Lausanne;5,34,19,37,17,30,20,29
21829;1012;Lausanne;20
28542;1012;Lausanne;5,20
29301;1012;Lausanne;5,28,37,17,30,20,29
30307;1012;Lausanne;4,5,24,25
30364;1012;Lausanne;2,4,5,24,25
30365;1012;Lausanne;4,5,24,25
35453;1012;Lausanne;2,4,5,24,25
47438;1012;Lausanne;5,34,28,19,37,17,30,20,29
8027;1018;Lausanne;1,2,4,5,6,28,9,10,11,19,14,16,17,18,3,20,39,21,22,23,24,25,27,26
19613;1018;Lausanne;20
20898;1018;Lausanne;20
21295;1018;Lausanne;20
28537;1018;Lausanne;5,20
28538;1018;Lausanne;5,20
28540;1018;Lausanne;5,20
29307;1018;Lausanne;5,28,37,17,30,20,29
30297;1018;Lausanne;2,4,5,24,25
30303;1018;Lausanne;2,4,5,24,25
30317;1018;Lausanne;2,4,5,24,25
30355;1018;Lausanne;2,4,5,24,25
30356;1018;Lausanne;2,4,5,24,25
30362;1018;Lausanne;2,4,5,24,25
33078;1018;Lausanne;35,5,17,20,22
35449;1018;Lausanne;2,4,5,24,25
39409;1018;Lausanne;5,37,20
39432;1018;Lausanne;5,28,37,17,30,20,29
45283;1018;Lausanne;20
47415;1018;Lausanne;5,34,19,37,17,30,20,29
47416;1018;Lausanne;5,34,19,37,17,30,20,29
47423;1018;Lausanne;5,34,19,37,17,30,20,29
9362;1020;Renens VD;1,2,4,5,34,6,28,9,10,11,19,14,16,17,18,3,20,39,21,22,23,24,25,27,26
18430;1020;Renens VD;5,20
20313;1020;Renens VD;20
22757;1020;Renens VD;5,34,28,37,17,30,20,29
25064;1020;Renens VD;4,5,24,25
25473;1020;Renens VD;5,25
25474;1020;Renens VD;2,4,5,19,24,25
25873;1020;Renens VD;25
25874;1020;Renens VD;4,5,24,25
25875;1020;Renens VD;4,5,24,25
25876;1020;Renens VD;4,5,24,25
25877;1020;Renens VD;4,24,25
28622;1020;Renens VD;5,20
30619;1020;Renens VD;4,5,20
31193;1020;Renens VD;5,20
32117;1020;Renens VD;4,5,24,25
32118;1020;Renens VD;20
32119;1020;Renens VD;5,37,30,20
32120;1020;Renens VD;20
32121;1020;Renens VD;20
35131;1020;Renens VD;2,5,25
39237;1020;Renens VD;5,20
41508;1020;Renens VD;5,6,28,37,17,30,20
45308;1020;Renens VD;35,5,28,17,20
47427;1020;Renens;5,34,19,37,17,30,20,29
47430;1020;Renens VD;5,34,19,37,17,30,20,29
47441;1020;Renens VD;5,34,28,19,37,17,30,20,29
18332;1022;Chavannes-près-Renens;20
20328;1022;Chavannes-près-Renens;20
21153;1022;Chavannes-près-Renens;20
25872;1022;Chavannes-près-Renens;9,25
39229;1022;Chavannes-près-Renens;5,20
39231;1022;Chavannes-près-Renens;5,20
39773;1022;Chavannes-près-Renens;20
47429;1022;Chavannes-près-Renens;5,34,19,37,17,30,20,29
20321;1023;Crissier;20
21292;1023;Crissier;20
28431;1023;Crissier;5,20
29341;1023;Crissier;5,28,37,17,30,20,25,29
30510;1023;Crissier;4,5,20
33090;1023;Crissier;35,5,17,20,22
33168;1023;Crissier;35,5,6,28,17,20
47445;1023;Crissier;5,34,28,19,37,17,30,20,29
8984;1024;Ecublens VD;1,2,4,35,5,36,32,34,7,9,10,11,13,19,14,37,17,18,3,30,20,22,23,24,25,27,26
29281;1024;Ecublens VD;5,28,37,17,30,20,29
30522;1024;Ecublens VD;4,5,20
35197;1024;Ecublens VD;2,4,5,10,19,37,30,24,25
35198;1024;Ecublens VD;2,4,5,10,13,19,37,30,24,25
36306;1024;Ecublens VD;1,18,23
39226;1024;Ecublens VD;5,20
39234;1024;Ecublens VD;5,20
39859;1024;Ecublens VD;20
41509;1024;Ecublens VD;5,6,28,37,17,30,20
47405;1024;Ecublens VD;5,34,28,19,37,17,30,20,29
47419;1024;Ecublens VD;5,34,19,37,17,30,20,29
20314;1025;St-Sulpice VD;20
21112;1025;St-Sulpice VD;20
24434;1025;St-Sulpice VD;2,4,5,6,28,9,13,19,14,16,3,20,21,22,23,24,25,27,26
6470;1026;Denges;2,4,5,9,19,17,20,22,24
8022;1026;Echandens;4,9,19,24
9147;1026;Echandens;34,6,28,17,18,39,27,26
22094;1026;Echandens-Denges;20,25
17220;1027;Lonay;20
30839;1027;Lonay;1,2,4,6,28,9,11,18,20,23,24
45631;1027;Lonay;20
21190;1028;Préverenges;20
25991;1028;Préverenges;1,2,4,35,5,32,34,6,28,7,38,9,11,13,19,14,37,17,18,3,30,20,21,22,23,24,25,27,26
48201;1028;Préverenges;5,34,19,37,17,30,20,29
8047;1029;Villars-Ste-Croix;4,5,9,19,20,24
25452;1029;Villars-Ste-Croix;25
35400;1029;Villars-Ste-Croix;20
8015;1030;Bussigny;1,2,4,9,19,16,18,20,21,22,23,24,25,27,26
18872;1030;Bussigny;2,35,5,6,28,14,17,20,22,27,26
19344;1030;Bussigny;20
25950;1030;Bussigny;5,25
25951;1030;Bussigny;2,5,25
28419;1030;Bussigny;5,20
28420;1030;Bussigny;5,20
41495;1030;Bussigny;5,6,28,37,17,30,20
47431;1030;Bussigny;5,34,28,19,37,17,30,20,29
24105;1031;Mex VD;2,4,5,9,17,20,24,25,27,26
31647;1031;Mex VD;6,28,11,13,14,18,3,22,23
21837;1032;Romanel-sur-Lausanne;20
21914;1032;Romanel-sur-Lausanne;20
28631;1032;Romanel-sur-Lausanne;5,20
29077;1032;Romanel-sur-Lausanne;5,20
30372;1032;Romanel-sur-Lausanne;2,9,20
30918;1032;Romanel-sur-Lausanne;4,9,24
31192;1032;Romanel-sur-Lausanne;5,20
35441;1032;Lausanne;2,4,5,24,25
47446;1032;Romanel-sur-Lausanne;5,34,28,19,37,17,30,20,29
29342;1033;Cheseaux-sur-Lausanne;5,28,37,17,30,20,29
30917;1033;Cheseaux-sur-Lausanne;1,2,4,5,6,28,9,11,13,19,14,3,30,20,21,22,23,24,25,27,26
35371;1033;Cheseaux-sur-Lausanne;20
31639;1034;Boussens;2,4,5,9,11,13,14,17,18,3,20,21,22,23,24,25
24578;1036;Sullens;1,2,4,9,11,19,14,3,20,24,25
25563;1037;Etagnières;2,4,5,6,28,9,11,14,3,30,20,22,24,25
19122;1038;Bercher;20
23453;1038;Bercher;1,2,4,35,5,6,28,9,10,11,14,18,3,21,22,23,24,25
45577;1038;Bercher;5,20
877;1040;Echallens;1,2,4,5,6,28,7,9,13,19,14,16,18,3,20,21,23,24,25
1026;1040;St-Barthélemy VD;2,5,6,28,9,11,12,19,14,3,20,23,25
19336;1040;Echallens;20
21841;1040;Echallens;5,20
23640;1040;Echallens;4,5,7,9,19,14,37,16,3,20,24,25,27,26
24679;1040;Villars-le-Terroir;1,2,4,5,6,28,9,12,13,19,14,17,3,20,22,23,24,25
25763;1040;Echallens;25
25831;1040;Echallens;25
28445;1040;Echallens;5,20
29344;1040;Echallens;5,28,37,17,30,20,25,29
31653;1040;Villars-le-Terroir;1,10,11,18
47398;1040;Echallens;5,34,28,19,37,17,30,20,29
24307;1041;Poliez-Pittet;1,2,4,5,6,28,7,9,11,13,19,14,16,17,18,3,20,22,23,24,25
25716;1041;Bottens;1,4,5,6,28,9,10,19,14,17,18,3,20,21,22,23,24,25
45578;1041;Dommartin;2,9,20,25
45601;1041;Bottens;25
45786;1041;Montaubion-Chardonney;9,20,25
46086;1041;Bottens;25
23486;1042;Bioley-Orjulaz;25
31637;1042;Assens;1,2,4,5,7,9,11,13,19,14,18,3,20,23,24,25
24306;1043;Sugnens;1,2,4,5,6,28,9,11,19,14,17,3,20,22,24,25
31642;1044;Fey;4,5,6,28,9,12,13,19,17,18,3,20,22,24,25
31648;1045;Ogens;2,4,5,6,28,9,12,13,19,14,17,18,3,20,39,21,22,23,24,25
31650;1046;Rueyres;2,4,5,9,20,24,25
25907;1047;Oppens;4,9,20,24,25
46139;1047;Oppens;1,4,5,36,6,28,9,11,12,13,14,37,17,18,3,30,20,39,23,24
8975;1052;Le Mont-sur-Lausanne;2,4,5,34,6,28,9,14,3,21,23,24,25,27,26
19339;1052;Le Mont-sur-Lausanne;20
21370;1052;Le Mont-sur-Lausanne;20
23973;1052;Le Mont-sur-Lausanne;25
23974;1052;Le Mont-sur-Lausanne;25
29345;1052;Le Mont-sur-Lausanne;5,28,37,17,30,20,29
39239;1052;Le Mont-sur-Lausanne;5,20
871;1053;Cugy VD;2,4,5,34,6,9,11,13,19,14,3,20,23,24,25,27,26
23507;1053;Bretigny-sur-Morrens;2,4,5,9,19,14,3,20,24,25
28432;1053;Cugy VD;5,20
30341;1053;Cugy VD;9
39774;1053;Cugy VD;20
47406;1053;Cugy VD;5,34,19,37,17,30,20,29
8977;1054;Morrens VD;2,4,5,34,6,28,9,20,24,25,27,26
8973;1055;Froideville;2,4,5,34,6,28,9,14,17,18,3,20,39,22,23,24,25,27,26
31643;1055;Froideville;1,11,13
31645;1059;Peney-le-Jorat;2,4,5,36,34,6,28,7,9,13,14,17,18,3,20,22,23,24,25,27,26
45787;1059;Peney-le-Jorat;25
31644;1061;Villars-Mendraz;1,2,4,5,36,34,6,28,7,9,13,19,14,17,18,3,30,20,22,23,24,25,27,26
31646;1062;Sottens;1,2,4,5,34,6,28,9,11,13,19,14,17,18,3,30,20,23,24,25,27,26
45788;1062;Sottens;25
45789;1062;Sottens;20
8158;1063;Chapelle-sur-Moudon;4,9,19,20,24
19074;1063;Chapelle-sur-Moudon;20
25410;1063;Chapelle-sur-Moudon;25
31638;1063;Boulens;2,4,5,9,12,13,14,17,18,3,20,22,23,24,25
9008;1066;Epalinges;1,2,4,5,34,6,28,7,9,11,19,14,16,17,18,3,30,20,39,21,22,23,24,25,27,26
25825;1066;Epalinges;4,5,9,24,25
25890;1066;Epalinges;4,5,9,24,25
25963;1066;Epalinges;25
28457;1066;Epalinges;5,20
29347;1066;Epalinges;5,28,37,17,30,20,29
33079;1066;Epalinges;35,5,17,20,22
39775;1066;Epalinges;20
42888;1066;Epalinges;4,5,9,24,25
47421;1066;Epalinges;5,34,28,19,37,17,30,20,29
8891;1070;Puidoux;4,5,34,6,28,9,14,18,3,20,21,23,24,25,27,26
18648;1070;Puidoux;5,19,20
21846;1070;Puidoux;5,20
21856;1070;Puidoux;20
24318;1070;Puidoux;25
48198;1070;Puidoux;5,19,20
29287;1071;Chexbres;5,28,37,17,30,20,29
23694;1072;Forel (Lavaux);1,2,4,5,6,28,9,19,16,17,18,3,20,23,24,25
39776;1072;Forel (Lavaux);20
43011;1072;Forel (Lavaux);20
24118;1073;Mollie-Margot;4,9,14,3,20,24,25
24447;1073;Savigny;4,9,19,14,3,20,24,25
28987;1073;Savigny;5,20
29348;1073;Savigny;5,28,37,17,30,20,29
18053;1077;Servion;20
30952;1077;Servion;4,28,7,9,11,14,18,3,20,24,25
30924;1078;Essertes;2,5,9,3,20
30928;1081;Montpreveyres;2,4,6,28,9,11,17,3,20,22,23,24,25
31371;1082;Corcelles-le-Jorat;2,4,5,28,9,11,12,13,19,3,20,23,24
6645;1083;Mézières VD;4,9,19,24
16967;1083;Mézières VD;20
28925;1083;Mézières VD;5,19,20
30925;1084;Carrouge VD;1,2,4,5,6,28,9,11,14,17,18,3,20,22,23,24,25
24689;1085;Vulliens;4,9,20,24,25
1018;1088;Ropraz;1,2,4,5,6,28,7,9,10,12,19,14,16,17,18,3,20,23,24,25,27,26
18457;1088;Ropraz;20
48195;1091;Aran;5,19,20
823;1092;Belmont-sur-Lausanne;2,4,5,9,11,19,3,20,24,25
23452;1092;Belmont-sur-Lausanne;2,11,20,25
28776;1092;Belmont-sur-Lausanne;5,20
30919;1092;Belmont-sur-Lausanne;4,5,9,11,3,20,24,25
30920;1092;Belmont-sur-Lausanne;9,11,20
30921;1092;Belmont-sur-Lausanne;9,20
30922;1092;Belmont-sur-Lausanne;9,11,20
30923;1092;Belmont-sur-Lausanne;9,11,20
20266;1093;La Conversion;20
21562;1094;Paudex;20
28603;1094;Paudex;5,20
954;1095;Lutry;4,5,9,19,20,24
8976;1095;Lutry;2,4,5,34,6,28,9,11,13,19,14,17,3,20,22,23,24,25,27,26
20318;1095;Lutry;20
20925;1095;Lutry;4,5,9,19,20,24
24047;1095;Lutry;4,5,9,19,20,24,25
24048;1095;Lutry;2,4,5,9,19,20,24,25
24049;1095;Lutry;2,4,5,9,19,20,24,25
24050;1095;Lutry;2,4,5,9,19,20,24,25
24051;1095;Lutry;4,5,20,24,25
25053;1095;Lutry;4,5,9,19,20,24,25
25087;1095;Lutry;2,4,9,19,20,24,25
25723;1095;Lutry;4,5,9,19,20,24,25
29289;1095;Lutry;5,28,37,17,30,20,29
9311;1096;Cully;4,34,6,28,9,19,17,20,39,24,25,27,26
29288;1096;Cully;5,28,37,17,30,20,29
969;1110;Morges;2,4,5,9,19,3,20,24
970;1110;Morges;2,4,5,19,20,24
971;1110;Morges;2,4,5,9,19,3,20,24
975;1110;Morges;2,4,5,19,20,24
8034;1110;Morges;2,4,5,19,14,3,20,24
18544;1110;Morges;20
24136;1110;Morges;25
25996;1110;Morges;1,2,4,34,6,28,13,19,17,18,20,39,21,22,23,24,27,26
28577;1110;Morges;5,20
29279;1110;Morges;5,28,37,17,30,20,29
29280;1110;Morges;5,28,37,17,30,20,29
30597;1110;Morges;4,5,20,25
41503;1110;Morges;5,6,28,37,17,30,20
47428;1110;Morges;5,34,28,19,37,17,30,20,29
48214;1110;Morges;2,4,5,36,8,9,11,12,19,14,3,20,24
878;1112;Echichens;2,4,5,6,28,9,11,19,14,15,16,17,18,3,30,20,39,22,23,24
8018;1114;Colombier VD;1,4,6,28,7,9,12,19,14,18,3,20,23,24
30846;1115;Vullierens;1,2,4,6,28,9,11,13,19,14,18,3,20,23,24,27,26
30847;1115;Vullierens;25
30844;1116;Cottens VD;1,2,4,6,28,9,11,13,19,14,3,30,20,22,23,24,25,27,26
907;1117;Grancy;2,4,5,9,19,16,20,24,25
838;1121;Bremblens;1,4,5,6,28,7,11,13,19,14,17,18,3,20,23
25051;1123;Aclens;1,2,4,5,9,11,19,14,17,18,3,20,22,23,24,25
20326;1124;Gollion;20
30838;1124;Gollion;4,9,24
1013;1128;Reverolle;1,2,5,6,28,9,11,19,14,18,3,20,23,25
8043;1131;Tolochenaz;4,9,19,20,24,25
8044;1131;Tolochenaz;4,9,19,20,24
8046;1131;Tolochenaz;4,9,19,20,24
18829;1131;Tolochenaz;20
25764;1131;Tolochenaz;25
25141;1141;Sévery;25
25595;1142;Pampigny;1,2,4,5,28,9,11,13,19,14,16,17,18,3,30,20,21,22,23,24,25,27,26
28957;1142;Pampigny;5,20
23381;1143;Apples;1,2,4,5,6,28,7,9,11,17,18,3,20,23,24,25
25956;1143;Apples;25
25957;1143;Apples;25
39619;1143;Apples;5,20
818;1144;Ballens;2,4,5,28,9,11,19,14,17,18,3,20,21,23,24
18954;1145;Bière;20
25997;1145;Bière;2,4,5,34,6,28,9,13,19,14,16,17,18,3,20,39,21,22,24,25,27,26
20327;1147;Montricher;20
24129;1147;Montricher;25
30842;1147;Montricher;1,2,4,5,11,13,19,14,17,18,3,22,23,24
959;1148;Chavannes-le-Veyron;2,4,5,9,19,17,20,24
23598;1148;Cuarnens;25
24012;1148;L'Isle;2,4,9,19,14,3,23,24,25
25596;1148;La Praz;25
30830;1148;Chavannes-le-Veyron;4,5,10,19,17,20,24
1035;1162;St-Prex;1,2,4,5,7,9,11,19,14,16,17,18,3,22,25
28675;1162;St-Prex;5,20
29278;1162;St-Prex;5,28,37,17,30,20,29
30648;1162;St-Prex;5,20
890;1163;Etoy;1,2,4,5,6,28,9,19,20,39,22,24,25
25962;1163;Etoy;25
29081;1163;Etoy;5,20
30837;1163;Etoy;2,5,9,25
31191;1163;Etoy;5,20
35409;1163;Etoy;20
41522;1163;Etoy;5,6,28,37,17,30,20
47418;1163;Etoy;5,34,19,37,17,30,20,29
841;1164;Buchillon;2,4,5,9,19,14,18,3,20,23,24,25
29277;1165;Allaman;5,28,37,17,30,20,29
30457;1165;Allaman;4,5,20
33095;1165;Allaman;35,5,17,20,22
21845;1166;Perroy;5,20
24285;1166;Perroy;2,4,7,9,13,14,16,3,20,22,23,24,25
1062;1168;Villars-sous-Yens;1,2,4,5,6,28,9,11,13,19,14,16,17,18,3,20,22,23,24
1073;1169;Yens;2,4,5,9,19,20,24
24777;1169;Yens;25
9003;1170;Aubonne;2,4,5,34,6,28,9,11,19,14,16,17,18,3,20,39,22,23,24,25,27,26
23399;1170;Aubonne;9
23400;1170;Aubonne;9,25
23401;1170;Aubonne;9,25
28767;1170;Aubonne;5,20
30828;1170;Aubonne;9
30829;1170;Aubonne;2,9
16442;1172;Bougy-Villars;20
30827;1173;Féchy;1,2,4,5,9,11,19,14,3,20,23,24,25
23968;1175;Lavigny;1,4,6,28,9,10,11,13,19,14,17,18,3,30,20,39,23,24,25
1033;1176;St-Livres;2,5,6,28,9,11,19,14,17,3,20,22,23,25
8996;1180;Rolle;1,2,4,34,6,28,7,9,10,11,13,19,14,16,17,3,30,20,39,21,23,24,25,27,26
19415;1180;Rolle;20
20366;1180;Rolle;20
24376;1180;Rolle;9,3,25
25249;1180;Tartegnin;2,4,9,14,18,3,20,23,24,25
29276;1180;Rolle;5,28,37,17,30,20,29
30818;1180;Rolle;9,3
30819;1180;Rolle;9,3
30820;1180;Rolle;9,3
30821;1180;Rolle;9,3
30822;1180;Rolle;9
30823;1180;Rolle;9,3
30824;1180;Rolle;9,3
30825;1180;Rolle;9,3,20
35917;1180;Rolle;9,12,20
35918;1180;Rolle;9,3
35919;1180;Rolle;9,3
39232;1180;Rolle;5,20
47435;1180;Rolle;5,34,28,19,37,17,30,20,29
23750;1182;Gilly;2,4,9,11,19,14,3,20,23,24,25
30501;1183;Bursins;4,5,20
30502;1183;Bursins;4,5,20
24037;1184;Vinzel;4,5,34,6,28,9,19,17,20,39,24,25,27,26
24130;1185;Mont-sur-Rolle;2,5,25
24131;1185;Mont-sur-Rolle;2,25
30816;1185;Mont-sur-Rolle;4,9,19,3,20,24
30817;1185;Mont-sur-Rolle;4,9,11,18,24
885;1186;Essertines-sur-Rolle;2,4,5,7,9,19,14,16,18,3,20,24,25
21266;1186;Essertines-sur-Rolle;20
901;1188;Gimel;19,20
1030;1188;St-George;2,4,5,6,28,7,9,13,19,14,16,17,18,3,20,22,23,24
8998;1188;Gimel;1,2,4,34,6,28,9,11,13,19,14,18,3,20,22,23,24,27,26
24430;1188;St-George;25
28855;1188;Gimel;5,20
1021;1189;Saubraz;2,4,9,19,20,24,25
24444;1189;Saubraz;25
23537;1195;Bursinel;4,5,6,28,9,19,20,24,25
9315;1196;Gland;35,5,34,6,28,9,17,20,39,27,26
19729;1196;Gland;20
23753;1196;Gland;1,2,4,35,5,6,28,9,11,13,19,14,16,17,18,3,20,39,21,22,23,24,25
28484;1196;Gland;5,20
29275;1196;Gland;5,28,37,17,30,20,25,29
30810;1196;Gland;2,9
30811;1196;Gland;2,9
30812;1196;Gland;2,9
30813;1196;Gland;2,9
30814;1196;Gland;2,9
30815;1196;Gland;9
31190;1196;Gland;5,20
47376;1196;Gland;5,34,19,37,17,30,20,29
1003;1197;Prangins;9,20,25
6476;1197;Prangins;1,2,4,5,36,6,28,9,11,12,13,19,14,17,18,3,20,39,22,23,24,25
46145;1197;Prangins;9,20,25
45382;1200;Genève;4,36,9,20,24
45386;1200;Genève;4,9,24
45390;1200;Genève;4,5,36,9,24
45413;1200;Genève;4,9,20,24
45415;1200;Genève;4,5,9,24
45417;1200;Genève;36,9
45421;1200;Genève;4,5,36,9,19,20,24,25
45433;1200;Genève;4,5,36,9,19,24,25
45440;1200;Genève;4,5,36,9,19,20,24,25
45443;1200;Genève;4,5,36,9,19,20,24,25
45446;1200;Genève;4,5,36,9,20,24,25
45461;1200;Genève;4,5,36,9,20,24,25
45463;1200;Genève;4,36,9,12,20,24
45469;1200;Genève;4,5,36,9,19,20,24,25
45474;1200;Genève;4,5,36,9,19,24,25
45479;1200;Genève;4,5,36,9,19,20,24,25
45486;1200;Genève;4,5,36,9,12,19,20,24
45488;1200;Genève;4,5,36,9,19,20,24
45490;1200;Genève;4,5,9,20,24
45492;1200;Genève;5,9
45494;1200;Genève;4,5,36,9,19,20,24
18515;1201;Genève;5,28,37,17,30,20,29
22489;1201;Genève;20
23723;1201;Genève;25
23732;1201;Genève;25
23736;1201;Genève;25
28477;1201;Genève;5,20
29253;1201;Genève;5,28,37,17,30,20,29
29268;1201;Genève;5,28,37,17,30,20,29
29269;1201;Genève;5,28,37,17,30,20,29
31189;1201;Genève;5,20
39223;1201;Genève;5,20
45388;1201;Genève;4,5,36,9,24
45394;1201;Genève;4,5,36,9,20,24
45405;1201;Genève;4,9,20,24
45448;1201;Genève;4,5,36,9,20,24
45449;1201;Genève;5,36,9,19,20
45482;1201;Genève;4,5,36,9,19,20,24,25
45502;1201;Genève;4,5,36,9,12,19,20,24,25
45506;1201;Genève;4,9,20,24
45569;1201;Genève;25
45570;1201;Genève;25
45571;1201;Genève;25
45572;1201;Genève;25
45573;1201;Genève;25
47372;1201;Genève;5,34,19,37,17,30,20,29
47383;1201;Genève;5,34,28,19,37,17,30,20,29
47384;1201;Genève;5,34,28,19,37,17,30,20,29
18421;1202;Genève;5,28,37,30,20,29
23722;1202;Genève;25
23728;1202;Genève;25
25160;1202;Genève;25
28480;1202;Genève;5,20
29060;1202;Genève;5,20
29267;1202;Genève;5,28,37,17,30,20,29
39224;1202;Genève;5,20
39438;1202;Genève;5,28,37,17,30,20,29
45374;1202;Genève;5,20
45379;1202;Genève;4,5,36,9,24,25
45393;1202;Genève;4,5,36,9,19,20,24
