Jahr;GEMEINDE_BFS_NR;GEMEINDE;Bezirk NR;BEZIRK;REGION_CODE;REGION;ANZAHL_PERSONEN_TOTAL
01.01.2019;99;Schöfflisdorf;4;Dielsdorf;111;Zürcher Unterland;1377
01.01.2015;102;Weiach;4;Dielsdorf;111;Zürcher Unterland;1377
01.01.2014;99;Schöfflisdorf;4;Dielsdorf;111;Zürcher Unterland;1384
01.01.2016;99;Schöfflisdorf;4;Dielsdorf;111;Zürcher Unterland;1384
01.01.2010;216;Dinhard;10;Uster;109;Winterthur und Umgebung;1387
01.01.2014;37;Ossingen;2;Andelfingen;110;Weinland;1389
01.01.2020;99;Schöfflisdorf;4;Dielsdorf;111;Zürcher Unterland;1394
01.01.2015;99;Schöfflisdorf;4;Dielsdorf;111;Zürcher Unterland;1395
01.01.2017;99;Schöfflisdorf;4;Dielsdorf;111;Zürcher Unterland;1398
01.01.2014;119;Seegräben;5;Dietikon;108;Zürcher Oberland;1399
01.01.2013;29;Flurlingen;2;Andelfingen;110;Weinland;1401
01.01.2018;28;Flaach;2;Andelfingen;110;Weinland;1407
01.01.2017;71;Wil;3;Bülach;111;Zürcher Unterland;1407
01.01.2011;216;Dinhard;10;Uster;109;Winterthur und Umgebung;1412
01.01.2012;29;Flurlingen;2;Andelfingen;110;Weinland;1415
01.01.2019;28;Flaach;2;Andelfingen;110;Weinland;1420
01.01.2014;29;Flurlingen;2;Andelfingen;110;Weinland;1420
01.01.2018;71;Wil;3;Bülach;111;Zürcher Unterland;1421
01.01.2015;37;Ossingen;2;Andelfingen;110;Weinland;1422
01.01.2020;119;Seegräben;5;Dietikon;108;Zürcher Oberland;1423
01.01.2019;82;Boppelsen;4;Dielsdorf;103;Furttal;1424
01.01.2017;119;Seegräben;5;Dietikon;108;Zürcher Oberland;1426
01.01.2019;119;Seegräben;5;Dietikon;108;Zürcher Oberland;1426
01.01.2020;28;Flaach;2;Andelfingen;110;Weinland;1427
01.01.2010;29;Flurlingen;2;Andelfingen;110;Weinland;1430
01.01.2011;29;Flurlingen;2;Andelfingen;110;Weinland;1430
01.01.2016;29;Flurlingen;2;Andelfingen;110;Weinland;1433
01.01.2015;119;Seegräben;5;Dietikon;108;Zürcher Oberland;1435
01.01.2016;119;Seegräben;5;Dietikon;108;Zürcher Oberland;1436
01.01.2015;29;Flurlingen;2;Andelfingen;110;Weinland;1437
01.01.2017;29;Flurlingen;2;Andelfingen;110;Weinland;1437
01.01.2018;29;Flurlingen;2;Andelfingen;110;Weinland;1437
01.01.2018;119;Seegräben;5;Dietikon;108;Zürcher Oberland;1439
01.01.2012;216;Dinhard;10;Uster;109;Winterthur und Umgebung;1451
01.01.2016;37;Ossingen;2;Andelfingen;110;Weinland;1451
01.01.2020;82;Boppelsen;4;Dielsdorf;103;Furttal;1465
01.01.2016;102;Weiach;4;Dielsdorf;111;Zürcher Unterland;1471
01.01.2019;71;Wil;3;Bülach;111;Zürcher Unterland;1472
01.01.2019;29;Flurlingen;2;Andelfingen;110;Weinland;1477
01.01.2014;216;Dinhard;10;Uster;109;Winterthur und Umgebung;1482
01.01.2020;71;Wil;3;Bülach;111;Zürcher Unterland;1487
01.01.2015;216;Dinhard;10;Uster;109;Winterthur und Umgebung;1490
01.01.2013;216;Dinhard;10;Uster;109;Winterthur und Umgebung;1497
01.01.2010;34;Laufen-Uhwiesen;2;Andelfingen;110;Weinland;1511
01.01.2016;216;Dinhard;10;Uster;109;Winterthur und Umgebung;1529
01.01.2011;34;Laufen-Uhwiesen;2;Andelfingen;110;Weinland;1533
01.01.2017;216;Dinhard;10;Uster;109;Winterthur und Umgebung;1551
01.01.2018;241;Aesch;11;Winterthur;104;Limmattal;1555
01.01.2020;29;Flurlingen;2;Andelfingen;110;Weinland;1556
01.01.2012;34;Laufen-Uhwiesen;2;Andelfingen;110;Weinland;1560
01.01.2017;37;Ossingen;2;Andelfingen;110;Weinland;1566
01.01.2013;34;Laufen-Uhwiesen;2;Andelfingen;110;Weinland;1622
01.01.2018;37;Ossingen;2;Andelfingen;110;Weinland;1633
01.01.2014;34;Laufen-Uhwiesen;2;Andelfingen;110;Weinland;1635
01.01.2015;34;Laufen-Uhwiesen;2;Andelfingen;110;Weinland;1639
01.01.2016;34;Laufen-Uhwiesen;2;Andelfingen;110;Weinland;1644
01.01.2018;216;Dinhard;10;Uster;109;Winterthur und Umgebung;1654
01.01.2019;241;Aesch;11;Winterthur;104;Limmattal;1661
01.01.2019;37;Ossingen;2;Andelfingen;110;Weinland;1665
01.01.2017;34;Laufen-Uhwiesen;2;Andelfingen;110;Weinland;1669
01.01.2019;216;Dinhard;10;Uster;109;Winterthur und Umgebung;1686
01.01.2020;241;Aesch;11;Winterthur;104;Limmattal;1707
01.01.2018;34;Laufen-Uhwiesen;2;Andelfingen;110;Weinland;1707
01.01.2020;37;Ossingen;2;Andelfingen;110;Weinland;1726
01.01.2011;93;Oberweningen;4;Dielsdorf;111;Zürcher Unterland;1733
01.01.2020;216;Dinhard;10;Uster;109;Winterthur und Umgebung;1740
01.01.2010;93;Oberweningen;4;Dielsdorf;111;Zürcher Unterland;1745
01.01.2013;93;Oberweningen;4;Dielsdorf;111;Zürcher Unterland;1748
01.01.2012;93;Oberweningen;4;Dielsdorf;111;Zürcher Unterland;1749
01.01.2017;102;Weiach;4;Dielsdorf;111;Zürcher Unterland;1750
01.01.2010;63;Lufingen;3;Bülach;111;Zürcher Unterland;1756
01.01.2019;34;Laufen-Uhwiesen;2;Andelfingen;110;Weinland;1759
01.01.2016;93;Oberweningen;4;Dielsdorf;111;Zürcher Unterland;1776
01.01.2020;34;Laufen-Uhwiesen;2;Andelfingen;110;Weinland;1780
01.01.2019;93;Oberweningen;4;Dielsdorf;111;Zürcher Unterland;1791
01.01.2015;93;Oberweningen;4;Dielsdorf;111;Zürcher Unterland;1796
01.01.2017;93;Oberweningen;4;Dielsdorf;111;Zürcher Unterland;1797
01.01.2018;93;Oberweningen;4;Dielsdorf;111;Zürcher Unterland;1799
01.01.2010;7;Knonau;1;Affoltern;105;Knonaueramt;1802
01.01.2018;102;Weiach;4;Dielsdorf;111;Zürcher Unterland;1809
01.01.2010;1;Aeugst a.A.;1;Affoltern;105;Knonaueramt;1822
01.01.2011;63;Lufingen;3;Bülach;111;Zürcher Unterland;1823
01.01.2014;93;Oberweningen;4;Dielsdorf;111;Zürcher Unterland;1823
01.01.2012;63;Lufingen;3;Bülach;111;Zürcher Unterland;1836
01.01.2020;85;Dänikon;4;Dielsdorf;103;Furttal;1847
01.01.2010;30;Andelfingen;2;Andelfingen;110;Weinland;1860
01.01.2019;85;Dänikon;4;Dielsdorf;103;Furttal;1860
01.01.2017;85;Dänikon;4;Dielsdorf;103;Furttal;1869
01.01.2013;63;Lufingen;3;Bülach;111;Zürcher Unterland;1872
01.01.2018;85;Dänikon;4;Dielsdorf;103;Furttal;1873
01.01.2016;85;Dänikon;4;Dielsdorf;103;Furttal;1877
01.01.2015;85;Dänikon;4;Dielsdorf;103;Furttal;1888
01.01.2011;7;Knonau;1;Affoltern;105;Knonaueramt;1894
01.01.2020;93;Oberweningen;4;Dielsdorf;111;Zürcher Unterland;1896
01.01.2018;35;Marthalen;2;Andelfingen;110;Weinland;1902
01.01.2010;85;Dänikon;4;Dielsdorf;103;Furttal;1903
01.01.2019;102;Weiach;4;Dielsdorf;111;Zürcher Unterland;1905
01.01.2019;35;Marthalen;2;Andelfingen;110;Weinland;1908
01.01.2011;181;Wila;8;Meilen;108;Zürcher Oberland;1908
01.01.2011;1;Aeugst a.A.;1;Affoltern;105;Knonaueramt;1911
01.01.2020;25;Dachsen;2;Andelfingen;110;Weinland;1912
01.01.2011;85;Dänikon;4;Dielsdorf;103;Furttal;1913
01.01.2014;63;Lufingen;3;Bülach;111;Zürcher Unterland;1914
01.01.2018;25;Dachsen;2;Andelfingen;110;Weinland;1916
01.01.2019;25;Dachsen;2;Andelfingen;110;Weinland;1916
01.01.2013;181;Wila;8;Meilen;108;Zürcher Oberland;1916
01.01.2014;181;Wila;8;Meilen;108;Zürcher Oberland;1920
01.01.2015;181;Wila;8;Meilen;108;Zürcher Oberland;1926
01.01.2010;213;Brütten;10;Uster;109;Winterthur und Umgebung;1927
01.01.2017;59;Hochfelden;3;Bülach;111;Zürcher Unterland;1927
01.01.2018;59;Hochfelden;3;Bülach;111;Zürcher Unterland;1927
01.01.2012;85;Dänikon;4;Dielsdorf;103;Furttal;1929
01.01.2020;35;Marthalen;2;Andelfingen;110;Weinland;1929
01.01.2017;25;Dachsen;2;Andelfingen;110;Weinland;1931
01.01.2010;181;Wila;8;Meilen;108;Zürcher Oberland;1933
01.01.2017;1;Aeugst a.A.;1;Affoltern;105;Knonaueramt;1934
01.01.2010;35;Marthalen;2;Andelfingen;110;Weinland;1935
01.01.2011;213;Brütten;10;Uster;109;Winterthur und Umgebung;1938
01.01.2016;35;Marthalen;2;Andelfingen;110;Weinland;1938
01.01.2010;25;Dachsen;2;Andelfingen;110;Weinland;1941
01.01.2016;181;Wila;8;Meilen;108;Zürcher Oberland;1941
01.01.2012;181;Wila;8;Meilen;108;Zürcher Oberland;1942
01.01.2014;85;Dänikon;4;Dielsdorf;103;Furttal;1944
01.01.2013;85;Dänikon;4;Dielsdorf;103;Furttal;1946
01.01.2017;35;Marthalen;2;Andelfingen;110;Weinland;1949
01.01.2015;35;Marthalen;2;Andelfingen;110;Weinland;1950
01.01.2014;1;Aeugst a.A.;1;Affoltern;105;Knonaueramt;1952
01.01.2011;25;Dachsen;2;Andelfingen;110;Weinland;1954
01.01.2012;25;Dachsen;2;Andelfingen;110;Weinland;1955
01.01.2016;59;Hochfelden;3;Bülach;111;Zürcher Unterland;1957
01.01.2012;1;Aeugst a.A.;1;Affoltern;105;Knonaueramt;1959
01.01.2012;35;Marthalen;2;Andelfingen;110;Weinland;1964
01.01.2016;1;Aeugst a.A.;1;Affoltern;105;Knonaueramt;1969
01.01.2013;1;Aeugst a.A.;1;Affoltern;105;Knonaueramt;1970
01.01.2018;181;Wila;8;Meilen;108;Zürcher Oberland;1971
01.01.2011;35;Marthalen;2;Andelfingen;110;Weinland;1975
01.01.2017;181;Wila;8;Meilen;108;Zürcher Oberland;1975
01.01.2019;59;Hochfelden;3;Bülach;111;Zürcher Unterland;1978
01.01.2013;35;Marthalen;2;Andelfingen;110;Weinland;1978
01.01.2019;181;Wila;8;Meilen;108;Zürcher Oberland;1978
01.01.2018;1;Aeugst a.A.;1;Affoltern;105;Knonaueramt;1979
01.01.2013;25;Dachsen;2;Andelfingen;110;Weinland;1979
01.01.2012;7;Knonau;1;Affoltern;105;Knonaueramt;1979
01.01.2010;100;Stadel;4;Dielsdorf;111;Zürcher Unterland;1979
01.01.2011;100;Stadel;4;Dielsdorf;111;Zürcher Unterland;1980
01.01.2019;1;Aeugst a.A.;1;Affoltern;105;Knonaueramt;1981
01.01.2012;213;Brütten;10;Uster;109;Winterthur und Umgebung;1985
01.01.2015;1;Aeugst a.A.;1;Affoltern;105;Knonaueramt;1986
01.01.2015;25;Dachsen;2;Andelfingen;110;Weinland;1986
01.01.2014;35;Marthalen;2;Andelfingen;110;Weinland;1986
01.01.2020;102;Weiach;4;Dielsdorf;111;Zürcher Unterland;1987
01.01.2016;25;Dachsen;2;Andelfingen;110;Weinland;1988
01.01.2015;59;Hochfelden;3;Bülach;111;Zürcher Unterland;1989
01.01.2011;30;Andelfingen;2;Andelfingen;110;Weinland;1990
01.01.2020;181;Wila;8;Meilen;108;Zürcher Oberland;1996
01.01.2010;59;Hochfelden;3;Bülach;111;Zürcher Unterland;1999
01.01.2013;7;Knonau;1;Affoltern;105;Knonaueramt;1999
01.01.2014;25;Dachsen;2;Andelfingen;110;Weinland;2001
01.01.2015;213;Brütten;10;Uster;109;Winterthur und Umgebung;2006
01.01.2011;59;Hochfelden;3;Bülach;111;Zürcher Unterland;2007
01.01.2013;213;Brütten;10;Uster;109;Winterthur und Umgebung;2008
01.01.2013;59;Hochfelden;3;Bülach;111;Zürcher Unterland;2008
01.01.2012;33;Kleinandelfingen;2;Andelfingen;110;Weinland;2008
01.01.2018;213;Brütten;10;Uster;109;Winterthur und Umgebung;2009
01.01.2012;100;Stadel;4;Dielsdorf;111;Zürcher Unterland;2010
01.01.2020;1;Aeugst a.A.;1;Affoltern;105;Knonaueramt;2011
01.01.2017;213;Brütten;10;Uster;109;Winterthur und Umgebung;2016
01.01.2014;59;Hochfelden;3;Bülach;111;Zürcher Unterland;2018
01.01.2020;59;Hochfelden;3;Bülach;111;Zürcher Unterland;2019
01.01.2016;213;Brütten;10;Uster;109;Winterthur und Umgebung;2021
01.01.2012;59;Hochfelden;3;Bülach;111;Zürcher Unterland;2021
01.01.2011;33;Kleinandelfingen;2;Andelfingen;110;Weinland;2022
01.01.2013;100;Stadel;4;Dielsdorf;111;Zürcher Unterland;2026
01.01.2014;213;Brütten;10;Uster;109;Winterthur und Umgebung;2031
01.01.2014;7;Knonau;1;Affoltern;105;Knonaueramt;2033
01.01.2013;33;Kleinandelfingen;2;Andelfingen;110;Weinland;2038
01.01.2012;30;Andelfingen;2;Andelfingen;110;Weinland;2062
01.01.2020;213;Brütten;10;Uster;109;Winterthur und Umgebung;2063
01.01.2014;33;Kleinandelfingen;2;Andelfingen;110;Weinland;2063
01.01.2016;33;Kleinandelfingen;2;Andelfingen;110;Weinland;2063
01.01.2015;63;Lufingen;3;Bülach;111;Zürcher Unterland;2066
01.01.2019;213;Brütten;10;Uster;109;Winterthur und Umgebung;2068
01.01.2015;33;Kleinandelfingen;2;Andelfingen;110;Weinland;2068
01.01.2010;33;Kleinandelfingen;2;Andelfingen;110;Weinland;2077
01.01.2017;33;Kleinandelfingen;2;Andelfingen;110;Weinland;2077
01.01.2019;33;Kleinandelfingen;2;Andelfingen;110;Weinland;2077
01.01.2015;7;Knonau;1;Affoltern;105;Knonaueramt;2094
01.01.2013;30;Andelfingen;2;Andelfingen;110;Weinland;2100
01.01.2020;33;Kleinandelfingen;2;Andelfingen;110;Weinland;2105
01.01.2018;33;Kleinandelfingen;2;Andelfingen;110;Weinland;2109
01.01.2014;30;Andelfingen;2;Andelfingen;110;Weinland;2154
01.01.2016;7;Knonau;1;Affoltern;105;Knonaueramt;2158
01.01.2014;100;Stadel;4;Dielsdorf;111;Zürcher Unterland;2159
01.01.2015;30;Andelfingen;2;Andelfingen;110;Weinland;2168
01.01.2017;30;Andelfingen;2;Andelfingen;110;Weinland;2201
01.01.2016;63;Lufingen;3;Bülach;111;Zürcher Unterland;2202
01.01.2018;30;Andelfingen;2;Andelfingen;110;Weinland;2207
01.01.2015;100;Stadel;4;Dielsdorf;111;Zürcher Unterland;2210
01.01.2010;31;Henggart;2;Andelfingen;110;Weinland;2214
01.01.2016;30;Andelfingen;2;Andelfingen;110;Weinland;2221
01.01.2016;100;Stadel;4;Dielsdorf;111;Zürcher Unterland;2224
01.01.2020;30;Andelfingen;2;Andelfingen;110;Weinland;2227
01.01.2019;31;Henggart;2;Andelfingen;110;Weinland;2235
01.01.2019;30;Andelfingen;2;Andelfingen;110;Weinland;2238
01.01.2011;31;Henggart;2;Andelfingen;110;Weinland;2239
01.01.2016;31;Henggart;2;Andelfingen;110;Weinland;2240
01.01.2018;31;Henggart;2;Andelfingen;110;Weinland;2243
01.01.2012;31;Henggart;2;Andelfingen;110;Weinland;2248
01.01.2015;31;Henggart;2;Andelfingen;110;Weinland;2250
01.01.2017;31;Henggart;2;Andelfingen;110;Weinland;2256
01.01.2017;100;Stadel;4;Dielsdorf;111;Zürcher Unterland;2271
01.01.2013;31;Henggart;2;Andelfingen;110;Weinland;2273
01.01.2014;31;Henggart;2;Andelfingen;110;Weinland;2274
01.01.2011;57;Freienstein-Teufen;3;Bülach;111;Zürcher Unterland;2280
01.01.2013;57;Freienstein-Teufen;3;Bülach;111;Zürcher Unterland;2287
01.01.2010;114;Fischenthal;5;Dietikon;108;Zürcher Oberland;2288
01.01.2010;57;Freienstein-Teufen;3;Bülach;111;Zürcher Unterland;2289
01.01.2018;100;Stadel;4;Dielsdorf;111;Zürcher Unterland;2290
01.01.2013;246;Oetwil a.d.L.;11;Winterthur;104;Limmattal;2293
01.01.2020;31;Henggart;2;Andelfingen;110;Weinland;2294
01.01.2010;246;Oetwil a.d.L.;11;Winterthur;104;Limmattal;2295
01.01.2019;100;Stadel;4;Dielsdorf;111;Zürcher Unterland;2296
01.01.2017;7;Knonau;1;Affoltern;105;Knonaueramt;2301
01.01.2015;57;Freienstein-Teufen;3;Bülach;111;Zürcher Unterland;2303
01.01.2014;57;Freienstein-Teufen;3;Bülach;111;Zürcher Unterland;2305
01.01.2014;246;Oetwil a.d.L.;11;Winterthur;104;Limmattal;2310
01.01.2012;57;Freienstein-Teufen;3;Bülach;111;Zürcher Unterland;2317
01.01.2013;114;Fischenthal;5;Dietikon;108;Zürcher Oberland;2323
01.01.2011;114;Fischenthal;5;Dietikon;108;Zürcher Oberland;2324
01.01.2014;114;Fischenthal;5;Dietikon;108;Zürcher Oberland;2325
01.01.2012;246;Oetwil a.d.L.;11;Winterthur;104;Limmattal;2326
01.01.2012;114;Fischenthal;5;Dietikon;108;Zürcher Oberland;2330
01.01.2011;246;Oetwil a.d.L.;11;Winterthur;104;Limmattal;2330
01.01.2016;57;Freienstein-Teufen;3;Bülach;111;Zürcher Unterland;2333
01.01.2020;100;Stadel;4;Dielsdorf;111;Zürcher Unterland;2335
01.01.2010;68;Rorbas;3;Bülach;111;Zürcher Unterland;2343
01.01.2015;246;Oetwil a.d.L.;11;Winterthur;104;Limmattal;2363
01.01.2018;57;Freienstein-Teufen;3;Bülach;111;Zürcher Unterland;2367
01.01.2020;7;Knonau;1;Affoltern;105;Knonaueramt;2368
01.01.2017;57;Freienstein-Teufen;3;Bülach;111;Zürcher Unterland;2371
01.01.2018;7;Knonau;1;Affoltern;105;Knonaueramt;2371
01.01.2019;7;Knonau;1;Affoltern;105;Knonaueramt;2373
01.01.2017;63;Lufingen;3;Bülach;111;Zürcher Unterland;2373
01.01.2019;57;Freienstein-Teufen;3;Bülach;111;Zürcher Unterland;2390
01.01.2018;63;Lufingen;3;Bülach;111;Zürcher Unterland;2397
01.01.2020;57;Freienstein-Teufen;3;Bülach;111;Zürcher Unterland;2398
01.01.2010;11;Ottenbach;1;Affoltern;105;Knonaueramt;2412
01.01.2019;63;Lufingen;3;Bülach;111;Zürcher Unterland;2414
01.01.2015;114;Fischenthal;5;Dietikon;108;Zürcher Oberland;2425
01.01.2016;246;Oetwil a.d.L.;11;Winterthur;104;Limmattal;2432
01.01.2010;94;Otelfingen;4;Dielsdorf;103;Furttal;2449
01.01.2011;60;Höri;3;Bülach;111;Zürcher Unterland;2450
01.01.2010;60;Höri;3;Bülach;111;Zürcher Unterland;2457
01.01.2011;11;Ottenbach;1;Affoltern;105;Knonaueramt;2459
01.01.2017;246;Oetwil a.d.L.;11;Winterthur;104;Limmattal;2464
01.01.2016;114;Fischenthal;5;Dietikon;108;Zürcher Oberland;2473
01.01.2013;11;Ottenbach;1;Affoltern;105;Knonaueramt;2475
01.01.2011;68;Rorbas;3;Bülach;111;Zürcher Unterland;2478
01.01.2012;11;Ottenbach;1;Affoltern;105;Knonaueramt;2479
01.01.2020;114;Fischenthal;5;Dietikon;108;Zürcher Oberland;2494
01.01.2018;114;Fischenthal;5;Dietikon;108;Zürcher Oberland;2496
01.01.2010;225;Rickenbach;10;Uster;109;Winterthur und Umgebung;2500
01.01.2012;68;Rorbas;3;Bülach;111;Zürcher Unterland;2503
01.01.2017;114;Fischenthal;5;Dietikon;108;Zürcher Oberland;2504
01.01.2019;114;Fischenthal;5;Dietikon;108;Zürcher Oberland;2505
01.01.2013;225;Rickenbach;10;Uster;109;Winterthur und Umgebung;2515
01.01.2019;246;Oetwil a.d.L.;11;Winterthur;104;Limmattal;2518
01.01.2020;246;Oetwil a.d.L.;11;Winterthur;104;Limmattal;2529
01.01.2011;225;Rickenbach;10;Uster;109;Winterthur und Umgebung;2535
01.01.2014;11;Ottenbach;1;Affoltern;105;Knonaueramt;2542
01.01.2018;246;Oetwil a.d.L.;11;Winterthur;104;Limmattal;2547
01.01.2012;225;Rickenbach;10;Uster;109;Winterthur und Umgebung;2549
01.01.2018;11;Ottenbach;1;Affoltern;105;Knonaueramt;2553
01.01.2014;225;Rickenbach;10;Uster;109;Winterthur und Umgebung;2554
01.01.2017;11;Ottenbach;1;Affoltern;105;Knonaueramt;2556
01.01.2020;63;Lufingen;3;Bülach;111;Zürcher Unterland;2561
01.01.2015;11;Ottenbach;1;Affoltern;105;Knonaueramt;2566
01.01.2016;11;Ottenbach;1;Affoltern;105;Knonaueramt;2578
01.01.2013;68;Rorbas;3;Bülach;111;Zürcher Unterland;2583
01.01.2015;225;Rickenbach;10;Uster;109;Winterthur und Umgebung;2591
01.01.2019;11;Ottenbach;1;Affoltern;105;Knonaueramt;2593
01.01.2011;94;Otelfingen;4;Dielsdorf;103;Furttal;2608
01.01.2012;60;Höri;3;Bülach;111;Zürcher Unterland;2611
01.01.2013;60;Höri;3;Bülach;111;Zürcher Unterland;2634
01.01.2015;60;Höri;3;Bülach;111;Zürcher Unterland;2639
01.01.2010;292;Stammheim;2;Andelfingen;110;Weinland;2646
01.01.2017;225;Rickenbach;10;Uster;109;Winterthur und Umgebung;2655
01.01.2012;292;Stammheim;2;Andelfingen;110;Weinland;2661
01.01.2014;60;Höri;3;Bülach;111;Zürcher Unterland;2662
01.01.2011;292;Stammheim;2;Andelfingen;110;Weinland;2673
01.01.2016;225;Rickenbach;10;Uster;109;Winterthur und Umgebung;2683
01.01.2016;60;Höri;3;Bülach;111;Zürcher Unterland;2690
01.01.2014;68;Rorbas;3;Bülach;111;Zürcher Unterland;2701
01.01.2018;225;Rickenbach;10;Uster;109;Winterthur und Umgebung;2703
01.01.2020;11;Ottenbach;1;Affoltern;105;Knonaueramt;2706
01.01.2013;292;Stammheim;2;Andelfingen;110;Weinland;2710
01.01.2017;60;Höri;3;Bülach;111;Zürcher Unterland;2721
01.01.2014;292;Stammheim;2;Andelfingen;110;Weinland;2727
01.01.2010;91;Niederweningen;4;Dielsdorf;111;Zürcher Unterland;2729
01.01.2013;94;Otelfingen;4;Dielsdorf;103;Furttal;2729
01.01.2018;292;Stammheim;2;Andelfingen;110;Weinland;2740
01.01.2017;292;Stammheim;2;Andelfingen;110;Weinland;2741
01.01.2015;68;Rorbas;3;Bülach;111;Zürcher Unterland;2742
01.01.2019;225;Rickenbach;10;Uster;109;Winterthur und Umgebung;2743
01.01.2016;292;Stammheim;2;Andelfingen;110;Weinland;2746
01.01.2012;94;Otelfingen;4;Dielsdorf;103;Furttal;2751
01.01.2012;91;Niederweningen;4;Dielsdorf;111;Zürcher Unterland;2758
01.01.2011;91;Niederweningen;4;Dielsdorf;111;Zürcher Unterland;2761
01.01.2015;292;Stammheim;2;Andelfingen;110;Weinland;2771
01.01.2015;94;Otelfingen;4;Dielsdorf;103;Furttal;2777
01.01.2019;292;Stammheim;2;Andelfingen;110;Weinland;2785
01.01.2014;94;Otelfingen;4;Dielsdorf;103;Furttal;2786
01.01.2013;91;Niederweningen;4;Dielsdorf;111;Zürcher Unterland;2787
01.01.2016;68;Rorbas;3;Bülach;111;Zürcher Unterland;2794
01.01.2020;225;Rickenbach;10;Uster;109;Winterthur und Umgebung;2799
01.01.2016;94;Otelfingen;4;Dielsdorf;103;Furttal;2821
01.01.2018;68;Rorbas;3;Bülach;111;Zürcher Unterland;2824
01.01.2018;60;Höri;3;Bülach;111;Zürcher Unterland;2831
01.01.2017;94;Otelfingen;4;Dielsdorf;103;Furttal;2831
01.01.2017;68;Rorbas;3;Bülach;111;Zürcher Unterland;2837
01.01.2015;91;Niederweningen;4;Dielsdorf;111;Zürcher Unterland;2856
01.01.2020;292;Stammheim;2;Andelfingen;110;Weinland;2858
01.01.2014;91;Niederweningen;4;Dielsdorf;111;Zürcher Unterland;2871
01.01.2019;60;Höri;3;Bülach;111;Zürcher Unterland;2877
01.01.2019;68;Rorbas;3;Bülach;111;Zürcher Unterland;2883
01.01.2020;68;Rorbas;3;Bülach;111;Zürcher Unterland;2883
01.01.2016;91;Niederweningen;4;Dielsdorf;111;Zürcher Unterland;2916
01.01.2018;94;Otelfingen;4;Dielsdorf;103;Furttal;2928
01.01.2020;94;Otelfingen;4;Dielsdorf;103;Furttal;2940
01.01.2020;60;Höri;3;Bülach;111;Zürcher Unterland;2957
01.01.2010;221;Hettlingen;10;Uster;109;Winterthur und Umgebung;2957
01.01.2010;224;Pfungen;10;Uster;109;Winterthur und Umgebung;2962
01.01.2010;88;Neerach;4;Dielsdorf;111;Zürcher Unterland;2969
01.01.2019;94;Otelfingen;4;Dielsdorf;103;Furttal;2980
01.01.2012;221;Hettlingen;10;Uster;109;Winterthur und Umgebung;2987
01.01.2011;221;Hettlingen;10;Uster;109;Winterthur und Umgebung;3000
01.01.2013;221;Hettlingen;10;Uster;109;Winterthur und Umgebung;3002
01.01.2014;88;Neerach;4;Dielsdorf;111;Zürcher Unterland;3005
01.01.2011;88;Neerach;4;Dielsdorf;111;Zürcher Unterland;3014
01.01.2012;88;Neerach;4;Dielsdorf;111;Zürcher Unterland;3019
01.01.2013;88;Neerach;4;Dielsdorf;111;Zürcher Unterland;3021
01.01.2017;91;Niederweningen;4;Dielsdorf;111;Zürcher Unterland;3024
01.01.2015;88;Neerach;4;Dielsdorf;111;Zürcher Unterland;3044
01.01.2018;91;Niederweningen;4;Dielsdorf;111;Zürcher Unterland;3053
01.01.2014;221;Hettlingen;10;Uster;109;Winterthur und Umgebung;3065
01.01.2019;91;Niederweningen;4;Dielsdorf;111;Zürcher Unterland;3072
01.01.2020;91;Niederweningen;4;Dielsdorf;111;Zürcher Unterland;3089
01.01.2020;221;Hettlingen;10;Uster;109;Winterthur und Umgebung;3099
01.01.2016;88;Neerach;4;Dielsdorf;111;Zürcher Unterland;3106
01.01.2015;221;Hettlingen;10;Uster;109;Winterthur und Umgebung;3113
01.01.2017;88;Neerach;4;Dielsdorf;111;Zürcher Unterland;3140
01.01.2018;221;Hettlingen;10;Uster;109;Winterthur und Umgebung;3146
01.01.2016;221;Hettlingen;10;Uster;109;Winterthur und Umgebung;3159
01.01.2010;13;Stallikon;1;Affoltern;105;Knonaueramt;3160
01.01.2010;116;Grüningen;5;Dietikon;108;Zürcher Oberland;3165
01.01.2019;221;Hettlingen;10;Uster;109;Winterthur und Umgebung;3167
01.01.2010;101;Steinmaur;4;Dielsdorf;111;Zürcher Unterland;3169
01.01.2018;88;Neerach;4;Dielsdorf;111;Zürcher Unterland;3170
01.01.2012;180;Weisslingen;8;Meilen;109;Winterthur und Umgebung;3173
01.01.2017;221;Hettlingen;10;Uster;109;Winterthur und Umgebung;3174
01.01.2019;88;Neerach;4;Dielsdorf;111;Zürcher Unterland;3174
01.01.2011;116;Grüningen;5;Dietikon;108;Zürcher Oberland;3185
01.01.2011;180;Weisslingen;8;Meilen;109;Winterthur und Umgebung;3202
01.01.2013;180;Weisslingen;8;Meilen;109;Winterthur und Umgebung;3208
01.01.2012;116;Grüningen;5;Dietikon;108;Zürcher Oberland;3222
01.01.2020;88;Neerach;4;Dielsdorf;111;Zürcher Unterland;3225
01.01.2010;180;Weisslingen;8;Meilen;109;Winterthur und Umgebung;3225
01.01.2011;101;Steinmaur;4;Dielsdorf;111;Zürcher Unterland;3229
01.01.2014;180;Weisslingen;8;Meilen;109;Winterthur und Umgebung;3236
01.01.2015;180;Weisslingen;8;Meilen;109;Winterthur und Umgebung;3255
01.01.2016;180;Weisslingen;8;Meilen;109;Winterthur und Umgebung;3264
01.01.2011;13;Stallikon;1;Affoltern;105;Knonaueramt;3265
