Jahr;GEMEINDE_BFS_NR;GEMEINDE;Bezirk NR;BEZIRK;REGION_CODE;REGION;ANZAHL_PERSONEN_TOTAL
01.01.2013;116;Grüningen;5;Dietikon;108;Zürcher Oberland;3269
01.01.2012;101;Steinmaur;4;Dielsdorf;111;Zürcher Unterland;3276
01.01.2014;13;Stallikon;1;Affoltern;105;Knonaueramt;3290
01.01.2012;13;Stallikon;1;Affoltern;105;Knonaueramt;3297
01.01.2017;180;Weisslingen;8;Meilen;109;Winterthur und Umgebung;3301
01.01.2011;224;Pfungen;10;Uster;109;Winterthur und Umgebung;3309
01.01.2013;13;Stallikon;1;Affoltern;105;Knonaueramt;3321
01.01.2010;219;Elsau;10;Uster;109;Winterthur und Umgebung;3326
01.01.2013;101;Steinmaur;4;Dielsdorf;111;Zürcher Unterland;3345
01.01.2011;249;Unterengstringen;11;Winterthur;104;Limmattal;3350
01.01.2012;219;Elsau;10;Uster;109;Winterthur und Umgebung;3351
01.01.2015;116;Grüningen;5;Dietikon;108;Zürcher Oberland;3358
01.01.2011;219;Elsau;10;Uster;109;Winterthur und Umgebung;3360
01.01.2017;116;Grüningen;5;Dietikon;108;Zürcher Oberland;3361
01.01.2010;4;Hausen a.A.;1;Affoltern;105;Knonaueramt;3362
01.01.2011;4;Hausen a.A.;1;Affoltern;105;Knonaueramt;3362
01.01.2014;116;Grüningen;5;Dietikon;108;Zürcher Oberland;3365
01.01.2010;249;Unterengstringen;11;Winterthur;104;Limmattal;3367
01.01.2019;180;Weisslingen;8;Meilen;109;Winterthur und Umgebung;3369
01.01.2020;180;Weisslingen;8;Meilen;109;Winterthur und Umgebung;3370
01.01.2012;4;Hausen a.A.;1;Affoltern;105;Knonaueramt;3372
01.01.2014;101;Steinmaur;4;Dielsdorf;111;Zürcher Unterland;3376
01.01.2016;116;Grüningen;5;Dietikon;108;Zürcher Oberland;3381
01.01.2012;224;Pfungen;10;Uster;109;Winterthur und Umgebung;3382
01.01.2018;180;Weisslingen;8;Meilen;109;Winterthur und Umgebung;3384
01.01.2015;101;Steinmaur;4;Dielsdorf;111;Zürcher Unterland;3389
01.01.2012;249;Unterengstringen;11;Winterthur;104;Limmattal;3393
01.01.2010;5;Hedingen;1;Affoltern;105;Knonaueramt;3408
01.01.2013;4;Hausen a.A.;1;Affoltern;105;Knonaueramt;3416
01.01.2013;219;Elsau;10;Uster;109;Winterthur und Umgebung;3420
01.01.2015;13;Stallikon;1;Affoltern;105;Knonaueramt;3438
01.01.2012;196;Mönchaltorf;9;Pfäffikon;108;Zürcher Oberland;3439
01.01.2016;101;Steinmaur;4;Dielsdorf;111;Zürcher Unterland;3439
01.01.2011;196;Mönchaltorf;9;Pfäffikon;108;Zürcher Oberland;3442
01.01.2013;249;Unterengstringen;11;Winterthur;104;Limmattal;3448
01.01.2012;27;Feuerthalen;2;Andelfingen;110;Weinland;3459
01.01.2013;196;Mönchaltorf;9;Pfäffikon;108;Zürcher Oberland;3459
01.01.2017;101;Steinmaur;4;Dielsdorf;111;Zürcher Unterland;3460
01.01.2010;196;Mönchaltorf;9;Pfäffikon;108;Zürcher Oberland;3461
01.01.2014;219;Elsau;10;Uster;109;Winterthur und Umgebung;3464
01.01.2011;27;Feuerthalen;2;Andelfingen;110;Weinland;3464
01.01.2011;5;Hedingen;1;Affoltern;105;Knonaueramt;3464
01.01.2011;173;Hittnau;8;Meilen;108;Zürcher Oberland;3464
01.01.2010;27;Feuerthalen;2;Andelfingen;110;Weinland;3467
01.01.2010;173;Hittnau;8;Meilen;108;Zürcher Oberland;3467
01.01.2014;4;Hausen a.A.;1;Affoltern;105;Knonaueramt;3469
01.01.2018;116;Grüningen;5;Dietikon;108;Zürcher Oberland;3471
01.01.2015;4;Hausen a.A.;1;Affoltern;105;Knonaueramt;3476
01.01.2015;219;Elsau;10;Uster;109;Winterthur und Umgebung;3477
01.01.2013;27;Feuerthalen;2;Andelfingen;110;Weinland;3483
01.01.2014;27;Feuerthalen;2;Andelfingen;110;Weinland;3497
01.01.2012;5;Hedingen;1;Affoltern;105;Knonaueramt;3506
01.01.2012;173;Hittnau;8;Meilen;108;Zürcher Oberland;3506
01.01.2018;101;Steinmaur;4;Dielsdorf;111;Zürcher Unterland;3527
01.01.2013;224;Pfungen;10;Uster;109;Winterthur und Umgebung;3531
01.01.2016;219;Elsau;10;Uster;109;Winterthur und Umgebung;3533
01.01.2013;173;Hittnau;8;Meilen;108;Zürcher Oberland;3555
01.01.2016;4;Hausen a.A.;1;Affoltern;105;Knonaueramt;3556
01.01.2015;27;Feuerthalen;2;Andelfingen;110;Weinland;3564
01.01.2014;249;Unterengstringen;11;Winterthur;104;Limmattal;3568
01.01.2020;101;Steinmaur;4;Dielsdorf;111;Zürcher Unterland;3583
01.01.2016;173;Hittnau;8;Meilen;108;Zürcher Oberland;3584
01.01.2013;5;Hedingen;1;Affoltern;105;Knonaueramt;3585
01.01.2016;27;Feuerthalen;2;Andelfingen;110;Weinland;3589
01.01.2010;84;Dällikon;4;Dielsdorf;103;Furttal;3605
01.01.2019;27;Feuerthalen;2;Andelfingen;110;Weinland;3605
01.01.2015;173;Hittnau;8;Meilen;108;Zürcher Oberland;3608
01.01.2019;101;Steinmaur;4;Dielsdorf;111;Zürcher Unterland;3611
01.01.2017;173;Hittnau;8;Meilen;108;Zürcher Oberland;3613
01.01.2017;219;Elsau;10;Uster;109;Winterthur und Umgebung;3616
01.01.2014;196;Mönchaltorf;9;Pfäffikon;108;Zürcher Oberland;3618
01.01.2018;27;Feuerthalen;2;Andelfingen;110;Weinland;3622
01.01.2015;249;Unterengstringen;11;Winterthur;104;Limmattal;3627
01.01.2016;13;Stallikon;1;Affoltern;105;Knonaueramt;3629
01.01.2017;27;Feuerthalen;2;Andelfingen;110;Weinland;3636
01.01.2019;116;Grüningen;5;Dietikon;108;Zürcher Oberland;3638
01.01.2014;173;Hittnau;8;Meilen;108;Zürcher Oberland;3640
01.01.2011;84;Dällikon;4;Dielsdorf;103;Furttal;3641
01.01.2019;219;Elsau;10;Uster;109;Winterthur und Umgebung;3645
01.01.2014;5;Hedingen;1;Affoltern;105;Knonaueramt;3645
01.01.2017;4;Hausen a.A.;1;Affoltern;105;Knonaueramt;3646
01.01.2020;219;Elsau;10;Uster;109;Winterthur und Umgebung;3654
01.01.2018;219;Elsau;10;Uster;109;Winterthur und Umgebung;3655
01.01.2015;5;Hedingen;1;Affoltern;105;Knonaueramt;3655
01.01.2014;224;Pfungen;10;Uster;109;Winterthur und Umgebung;3655
01.01.2019;173;Hittnau;8;Meilen;108;Zürcher Oberland;3656
01.01.2016;5;Hedingen;1;Affoltern;105;Knonaueramt;3667
01.01.2015;196;Mönchaltorf;9;Pfäffikon;108;Zürcher Oberland;3670
01.01.2018;173;Hittnau;8;Meilen;108;Zürcher Oberland;3672
01.01.2018;13;Stallikon;1;Affoltern;105;Knonaueramt;3676
01.01.2017;5;Hedingen;1;Affoltern;105;Knonaueramt;3678
01.01.2016;196;Mönchaltorf;9;Pfäffikon;108;Zürcher Oberland;3684
01.01.2017;13;Stallikon;1;Affoltern;105;Knonaueramt;3687
01.01.2018;4;Hausen a.A.;1;Affoltern;105;Knonaueramt;3693
01.01.2020;27;Feuerthalen;2;Andelfingen;110;Weinland;3700
01.01.2020;116;Grüningen;5;Dietikon;108;Zürcher Oberland;3715
01.01.2017;196;Mönchaltorf;9;Pfäffikon;108;Zürcher Oberland;3715
01.01.2012;84;Dällikon;4;Dielsdorf;103;Furttal;3722
01.01.2020;173;Hittnau;8;Meilen;108;Zürcher Oberland;3728
01.01.2018;5;Hedingen;1;Affoltern;105;Knonaueramt;3729
01.01.2016;249;Unterengstringen;11;Winterthur;104;Limmattal;3744
01.01.2013;84;Dällikon;4;Dielsdorf;103;Furttal;3746
01.01.2019;4;Hausen a.A.;1;Affoltern;105;Knonaueramt;3749
01.01.2015;224;Pfungen;10;Uster;109;Winterthur und Umgebung;3750
01.01.2016;224;Pfungen;10;Uster;109;Winterthur und Umgebung;3750
01.01.2018;196;Mönchaltorf;9;Pfäffikon;108;Zürcher Oberland;3753
01.01.2019;13;Stallikon;1;Affoltern;105;Knonaueramt;3753
01.01.2019;5;Hedingen;1;Affoltern;105;Knonaueramt;3775
01.01.2020;13;Stallikon;1;Affoltern;105;Knonaueramt;3785
01.01.2017;249;Unterengstringen;11;Winterthur;104;Limmattal;3788
01.01.2020;5;Hedingen;1;Affoltern;105;Knonaueramt;3793
01.01.2020;4;Hausen a.A.;1;Affoltern;105;Knonaueramt;3797
01.01.2017;224;Pfungen;10;Uster;109;Winterthur und Umgebung;3831
01.01.2018;224;Pfungen;10;Uster;109;Winterthur und Umgebung;3845
01.01.2010;51;Bachenbülach;3;Bülach;111;Zürcher Unterland;3869
01.01.2018;249;Unterengstringen;11;Winterthur;104;Limmattal;3877
01.01.2019;196;Mönchaltorf;9;Pfäffikon;108;Zürcher Oberland;3887
01.01.2010;248;Uitikon;11;Winterthur;104;Limmattal;3887
01.01.2019;224;Pfungen;10;Uster;109;Winterthur und Umgebung;3895
01.01.2014;84;Dällikon;4;Dielsdorf;103;Furttal;3899
01.01.2011;72;Winkel;3;Bülach;111;Zürcher Unterland;3903
01.01.2013;248;Uitikon;11;Winterthur;104;Limmattal;3912
01.01.2019;249;Unterengstringen;11;Winterthur;104;Limmattal;3924
01.01.2010;72;Winkel;3;Bülach;111;Zürcher Unterland;3927
01.01.2011;248;Uitikon;11;Winterthur;104;Limmattal;3936
01.01.2012;248;Uitikon;11;Winterthur;104;Limmattal;3944
01.01.2020;224;Pfungen;10;Uster;109;Winterthur und Umgebung;3945
01.01.2015;84;Dällikon;4;Dielsdorf;103;Furttal;3950
01.01.2014;248;Uitikon;11;Winterthur;104;Limmattal;3960
01.01.2020;249;Unterengstringen;11;Winterthur;104;Limmattal;3982
01.01.2011;51;Bachenbülach;3;Bülach;111;Zürcher Unterland;3992
01.01.2012;51;Bachenbülach;3;Bülach;111;Zürcher Unterland;4009
01.01.2010;67;Rafz;3;Bülach;111;Zürcher Unterland;4025
01.01.2015;51;Bachenbülach;3;Bülach;111;Zürcher Unterland;4026
01.01.2013;51;Bachenbülach;3;Bülach;111;Zürcher Unterland;4038
01.01.2011;67;Rafz;3;Bülach;111;Zürcher Unterland;4054
01.01.2016;51;Bachenbülach;3;Bülach;111;Zürcher Unterland;4058
01.01.2014;51;Bachenbülach;3;Bülach;111;Zürcher Unterland;4064
01.01.2016;84;Dällikon;4;Dielsdorf;103;Furttal;4067
01.01.2020;196;Mönchaltorf;9;Pfäffikon;108;Zürcher Oberland;4078
01.01.2012;72;Winkel;3;Bülach;111;Zürcher Unterland;4084
01.01.2012;67;Rafz;3;Bülach;111;Zürcher Unterland;4085
01.01.2017;51;Bachenbülach;3;Bülach;111;Zürcher Unterland;4092
01.01.2010;178;Russikon;8;Meilen;108;Zürcher Oberland;4096
01.01.2017;84;Dällikon;4;Dielsdorf;103;Furttal;4100
01.01.2015;248;Uitikon;11;Winterthur;104;Limmattal;4107
01.01.2011;178;Russikon;8;Meilen;108;Zürcher Oberland;4126
01.01.2012;178;Russikon;8;Meilen;108;Zürcher Oberland;4132
01.01.2018;84;Dällikon;4;Dielsdorf;103;Furttal;4134
01.01.2016;248;Uitikon;11;Winterthur;104;Limmattal;4145
01.01.2013;178;Russikon;8;Meilen;108;Zürcher Oberland;4155
01.01.2018;51;Bachenbülach;3;Bülach;111;Zürcher Unterland;4159
01.01.2013;67;Rafz;3;Bülach;111;Zürcher Unterland;4162
01.01.2014;72;Winkel;3;Bülach;111;Zürcher Unterland;4163
01.01.2019;51;Bachenbülach;3;Bülach;111;Zürcher Unterland;4169
01.01.2019;84;Dällikon;4;Dielsdorf;103;Furttal;4170
01.01.2013;72;Winkel;3;Bülach;111;Zürcher Unterland;4183
01.01.2014;178;Russikon;8;Meilen;108;Zürcher Oberland;4197
01.01.2010;228;Turbenthal;10;Uster;109;Winterthur und Umgebung;4199
01.01.2020;51;Bachenbülach;3;Bülach;111;Zürcher Unterland;4203
01.01.2010;55;Eglisau;3;Bülach;111;Zürcher Unterland;4213
01.01.2010;251;Weiningen;11;Winterthur;104;Limmattal;4229
01.01.2014;67;Rafz;3;Bülach;111;Zürcher Unterland;4235
01.01.2015;72;Winkel;3;Bülach;111;Zürcher Unterland;4237
01.01.2017;248;Uitikon;11;Winterthur;104;Limmattal;4239
01.01.2010;9;Mettmenstetten;1;Affoltern;105;Knonaueramt;4245
01.01.2010;58;Glattfelden;3;Bülach;111;Zürcher Unterland;4260
01.01.2011;251;Weiningen;11;Winterthur;104;Limmattal;4261
01.01.2011;228;Turbenthal;10;Uster;109;Winterthur und Umgebung;4263
01.01.2020;84;Dällikon;4;Dielsdorf;103;Furttal;4269
01.01.2012;251;Weiningen;11;Winterthur;104;Limmattal;4281
01.01.2015;178;Russikon;8;Meilen;108;Zürcher Oberland;4282
01.01.2012;228;Turbenthal;10;Uster;109;Winterthur und Umgebung;4300
01.01.2018;248;Uitikon;11;Winterthur;104;Limmattal;4330
01.01.2013;228;Turbenthal;10;Uster;109;Winterthur und Umgebung;4334
01.01.2013;251;Weiningen;11;Winterthur;104;Limmattal;4340
01.01.2015;67;Rafz;3;Bülach;111;Zürcher Unterland;4341
01.01.2016;178;Russikon;8;Meilen;108;Zürcher Oberland;4346
01.01.2017;178;Russikon;8;Meilen;108;Zürcher Oberland;4355
01.01.2018;178;Russikon;8;Meilen;108;Zürcher Oberland;4355
01.01.2016;72;Winkel;3;Bülach;111;Zürcher Unterland;4364
01.01.2010;294;Elgg;10;Uster;109;Winterthur und Umgebung;4369
01.01.2010;157;Oetwil a.S.;7;Horgen;107;Pfannenstiel;4369
01.01.2011;9;Mettmenstetten;1;Affoltern;105;Knonaueramt;4376
01.01.2019;178;Russikon;8;Meilen;108;Zürcher Oberland;4387
01.01.2016;67;Rafz;3;Bülach;111;Zürcher Unterland;4389
01.01.2014;251;Weiningen;11;Winterthur;104;Limmattal;4407
01.01.2020;178;Russikon;8;Meilen;108;Zürcher Oberland;4409
01.01.2012;9;Mettmenstetten;1;Affoltern;105;Knonaueramt;4414
01.01.2013;9;Mettmenstetten;1;Affoltern;105;Knonaueramt;4420
01.01.2010;197;Schwerzenbach;9;Pfäffikon;102;Glattal;4431
01.01.2014;228;Turbenthal;10;Uster;109;Winterthur und Umgebung;4441
01.01.2017;67;Rafz;3;Bülach;111;Zürcher Unterland;4462
01.01.2011;58;Glattfelden;3;Bülach;111;Zürcher Unterland;4463
01.01.2014;9;Mettmenstetten;1;Affoltern;105;Knonaueramt;4463
01.01.2015;228;Turbenthal;10;Uster;109;Winterthur und Umgebung;4469
01.01.2011;294;Elgg;10;Uster;109;Winterthur und Umgebung;4478
01.01.2011;55;Eglisau;3;Bülach;111;Zürcher Unterland;4490
01.01.2011;157;Oetwil a.S.;7;Horgen;107;Pfannenstiel;4491
01.01.2018;72;Winkel;3;Bülach;111;Zürcher Unterland;4507
01.01.2015;251;Weiningen;11;Winterthur;104;Limmattal;4510
01.01.2017;72;Winkel;3;Bülach;111;Zürcher Unterland;4511
01.01.2012;294;Elgg;10;Uster;109;Winterthur und Umgebung;4513
01.01.2010;14;Wettswil a.A.;1;Affoltern;105;Knonaueramt;4515
01.01.2010;297;Bauma;8;Meilen;108;Zürcher Oberland;4522
01.01.2019;72;Winkel;3;Bülach;111;Zürcher Unterland;4524
01.01.2011;197;Schwerzenbach;9;Pfäffikon;102;Glattal;4527
01.01.2011;89;Niederglatt;4;Dielsdorf;111;Zürcher Unterland;4543
01.01.2012;58;Glattfelden;3;Bülach;111;Zürcher Unterland;4546
01.01.2012;157;Oetwil a.S.;7;Horgen;107;Pfannenstiel;4546
01.01.2011;297;Bauma;8;Meilen;108;Zürcher Oberland;4550
01.01.2012;89;Niederglatt;4;Dielsdorf;111;Zürcher Unterland;4568
01.01.2018;67;Rafz;3;Bülach;111;Zürcher Unterland;4568
01.01.2012;297;Bauma;8;Meilen;108;Zürcher Oberland;4569
01.01.2010;89;Niederglatt;4;Dielsdorf;111;Zürcher Unterland;4570
01.01.2012;14;Wettswil a.A.;1;Affoltern;105;Knonaueramt;4574
01.01.2013;157;Oetwil a.S.;7;Horgen;107;Pfannenstiel;4577
01.01.2014;157;Oetwil a.S.;7;Horgen;107;Pfannenstiel;4581
01.01.2011;14;Wettswil a.A.;1;Affoltern;105;Knonaueramt;4589
01.01.2013;294;Elgg;10;Uster;109;Winterthur und Umgebung;4595
01.01.2020;67;Rafz;3;Bülach;111;Zürcher Unterland;4624
01.01.2014;294;Elgg;10;Uster;109;Winterthur und Umgebung;4627
01.01.2013;58;Glattfelden;3;Bülach;111;Zürcher Unterland;4631
01.01.2013;14;Wettswil a.A.;1;Affoltern;105;Knonaueramt;4633
01.01.2013;89;Niederglatt;4;Dielsdorf;111;Zürcher Unterland;4642
01.01.2020;72;Winkel;3;Bülach;111;Zürcher Unterland;4649
01.01.2013;297;Bauma;8;Meilen;108;Zürcher Oberland;4650
01.01.2019;67;Rafz;3;Bülach;111;Zürcher Unterland;4650
01.01.2010;244;Geroldswil;11;Winterthur;104;Limmattal;4652
01.01.2015;9;Mettmenstetten;1;Affoltern;105;Knonaueramt;4659
01.01.2015;157;Oetwil a.S.;7;Horgen;107;Pfannenstiel;4661
01.01.2016;228;Turbenthal;10;Uster;109;Winterthur und Umgebung;4662
01.01.2019;248;Uitikon;11;Winterthur;104;Limmattal;4663
01.01.2010;10;Obfelden;1;Affoltern;105;Knonaueramt;4682
01.01.2015;294;Elgg;10;Uster;109;Winterthur und Umgebung;4690
01.01.2011;244;Geroldswil;11;Winterthur;104;Limmattal;4698
01.01.2012;55;Eglisau;3;Bülach;111;Zürcher Unterland;4701
01.01.2014;14;Wettswil a.A.;1;Affoltern;105;Knonaueramt;4711
01.01.2014;89;Niederglatt;4;Dielsdorf;111;Zürcher Unterland;4713
01.01.2014;297;Bauma;8;Meilen;108;Zürcher Oberland;4718
01.01.2016;157;Oetwil a.S.;7;Horgen;107;Pfannenstiel;4732
01.01.2012;197;Schwerzenbach;9;Pfäffikon;102;Glattal;4737
01.01.2012;244;Geroldswil;11;Winterthur;104;Limmattal;4742
01.01.2013;244;Geroldswil;11;Winterthur;104;Limmattal;4745
01.01.2017;228;Turbenthal;10;Uster;109;Winterthur und Umgebung;4748
01.01.2016;251;Weiningen;11;Winterthur;104;Limmattal;4748
01.01.2015;89;Niederglatt;4;Dielsdorf;111;Zürcher Unterland;4751
01.01.2017;157;Oetwil a.S.;7;Horgen;107;Pfannenstiel;4754
01.01.2011;10;Obfelden;1;Affoltern;105;Knonaueramt;4756
01.01.2017;251;Weiningen;11;Winterthur;104;Limmattal;4760
01.01.2020;248;Uitikon;11;Winterthur;104;Limmattal;4799
01.01.2019;251;Weiningen;11;Winterthur;104;Limmattal;4800
01.01.2010;111;Bäretswil;5;Dietikon;108;Zürcher Oberland;4803
01.01.2016;294;Elgg;10;Uster;109;Winterthur und Umgebung;4807
01.01.2018;157;Oetwil a.S.;7;Horgen;107;Pfannenstiel;4814
01.01.2018;251;Weiningen;11;Winterthur;104;Limmattal;4816
01.01.2014;244;Geroldswil;11;Winterthur;104;Limmattal;4822
01.01.2014;58;Glattfelden;3;Bülach;111;Zürcher Unterland;4824
01.01.2012;10;Obfelden;1;Affoltern;105;Knonaueramt;4828
01.01.2015;297;Bauma;8;Meilen;108;Zürcher Oberland;4837
01.01.2016;9;Mettmenstetten;1;Affoltern;105;Knonaueramt;4844
01.01.2019;157;Oetwil a.S.;7;Horgen;107;Pfannenstiel;4844
01.01.2020;157;Oetwil a.S.;7;Horgen;107;Pfannenstiel;4848
01.01.2020;251;Weiningen;11;Winterthur;104;Limmattal;4857
01.01.2015;244;Geroldswil;11;Winterthur;104;Limmattal;4858
01.01.2013;10;Obfelden;1;Affoltern;105;Knonaueramt;4861
01.01.2017;9;Mettmenstetten;1;Affoltern;105;Knonaueramt;4865
01.01.2019;297;Bauma;8;Meilen;108;Zürcher Oberland;4870
01.01.2020;297;Bauma;8;Meilen;108;Zürcher Oberland;4879
01.01.2011;111;Bäretswil;5;Dietikon;108;Zürcher Oberland;4880
01.01.2016;89;Niederglatt;4;Dielsdorf;111;Zürcher Unterland;4889
01.01.2018;228;Turbenthal;10;Uster;109;Winterthur und Umgebung;4890
01.01.2019;228;Turbenthal;10;Uster;109;Winterthur und Umgebung;4891
01.01.2016;297;Bauma;8;Meilen;108;Zürcher Oberland;4896
01.01.2018;294;Elgg;10;Uster;109;Winterthur und Umgebung;4898
01.01.2013;111;Bäretswil;5;Dietikon;108;Zürcher Oberland;4900
01.01.2017;294;Elgg;10;Uster;109;Winterthur und Umgebung;4903
01.01.2017;89;Niederglatt;4;Dielsdorf;111;Zürcher Unterland;4917
01.01.2017;244;Geroldswil;11;Winterthur;104;Limmattal;4918
01.01.2015;14;Wettswil a.A.;1;Affoltern;105;Knonaueramt;4920
01.01.2016;244;Geroldswil;11;Winterthur;104;Limmattal;4923
01.01.2017;297;Bauma;8;Meilen;108;Zürcher Oberland;4925
01.01.2014;10;Obfelden;1;Affoltern;105;Knonaueramt;4925
01.01.2012;111;Bäretswil;5;Dietikon;108;Zürcher Oberland;4928
01.01.2019;244;Geroldswil;11;Winterthur;104;Limmattal;4928
01.01.2013;55;Eglisau;3;Bülach;111;Zürcher Unterland;4934
01.01.2018;89;Niederglatt;4;Dielsdorf;111;Zürcher Unterland;4934
01.01.2019;294;Elgg;10;Uster;109;Winterthur und Umgebung;4935
01.01.2010;137;Oberrieden;6;Hinwil;106;Zimmerberg;4936
01.01.2020;89;Niederglatt;4;Dielsdorf;111;Zürcher Unterland;4937
01.01.2018;244;Geroldswil;11;Winterthur;104;Limmattal;4942
01.01.2015;58;Glattfelden;3;Bülach;111;Zürcher Unterland;4945
01.01.2020;294;Elgg;10;Uster;109;Winterthur und Umgebung;4951
01.01.2013;197;Schwerzenbach;9;Pfäffikon;102;Glattal;4953
01.01.2015;111;Bäretswil;5;Dietikon;108;Zürcher Oberland;4958
01.01.2018;297;Bauma;8;Meilen;108;Zürcher Oberland;4961
01.01.2014;55;Eglisau;3;Bülach;111;Zürcher Unterland;4961
01.01.2013;137;Oberrieden;6;Hinwil;106;Zimmerberg;4961
01.01.2012;137;Oberrieden;6;Hinwil;106;Zimmerberg;4965
01.01.2011;137;Oberrieden;6;Hinwil;106;Zimmerberg;4969
01.01.2020;228;Turbenthal;10;Uster;109;Winterthur und Umgebung;4989
01.01.2019;89;Niederglatt;4;Dielsdorf;111;Zürcher Unterland;4991
01.01.2014;111;Bäretswil;5;Dietikon;108;Zürcher Oberland;4993
01.01.2019;137;Oberrieden;6;Hinwil;106;Zimmerberg;4996
01.01.2014;197;Schwerzenbach;9;Pfäffikon;102;Glattal;5003
01.01.2010;176;Lindau;8;Meilen;109;Winterthur und Umgebung;5007
01.01.2015;10;Obfelden;1;Affoltern;105;Knonaueramt;5007
01.01.2018;111;Bäretswil;5;Dietikon;108;Zürcher Oberland;5009
01.01.2014;137;Oberrieden;6;Hinwil;106;Zimmerberg;5016
01.01.2016;137;Oberrieden;6;Hinwil;106;Zimmerberg;5017
01.01.2015;197;Schwerzenbach;9;Pfäffikon;102;Glattal;5020
01.01.2015;55;Eglisau;3;Bülach;111;Zürcher Unterland;5021
01.01.2017;111;Bäretswil;5;Dietikon;108;Zürcher Oberland;5026
01.01.2015;137;Oberrieden;6;Hinwil;106;Zimmerberg;5027
01.01.2016;58;Glattfelden;3;Bülach;111;Zürcher Unterland;5041
01.01.2016;111;Bäretswil;5;Dietikon;108;Zürcher Oberland;5046
01.01.2020;244;Geroldswil;11;Winterthur;104;Limmattal;5046
01.01.2020;111;Bäretswil;5;Dietikon;108;Zürcher Oberland;5049
01.01.2019;111;Bäretswil;5;Dietikon;108;Zürcher Oberland;5055
01.01.2017;137;Oberrieden;6;Hinwil;106;Zimmerberg;5071
01.01.2016;197;Schwerzenbach;9;Pfäffikon;102;Glattal;5072
01.01.2011;176;Lindau;8;Meilen;109;Winterthur und Umgebung;5080
01.01.2018;137;Oberrieden;6;Hinwil;106;Zimmerberg;5085
01.01.2010;160;Zumikon;7;Horgen;107;Pfannenstiel;5087
01.01.2017;197;Schwerzenbach;9;Pfäffikon;102;Glattal;5088
01.01.2010;194;Greifensee;9;Pfäffikon;102;Glattal;5094
01.01.2018;9;Mettmenstetten;1;Affoltern;105;Knonaueramt;5094
01.01.2017;14;Wettswil a.A.;1;Affoltern;105;Knonaueramt;5097
01.01.2016;14;Wettswil a.A.;1;Affoltern;105;Knonaueramt;5105
01.01.2018;197;Schwerzenbach;9;Pfäffikon;102;Glattal;5108
01.01.2020;137;Oberrieden;6;Hinwil;106;Zimmerberg;5118
01.01.2016;10;Obfelden;1;Affoltern;105;Knonaueramt;5119
01.01.2017;160;Zumikon;7;Horgen;107;Pfannenstiel;5120
01.01.2011;194;Greifensee;9;Pfäffikon;102;Glattal;5122
01.01.2014;160;Zumikon;7;Horgen;107;Pfannenstiel;5132
01.01.2016;160;Zumikon;7;Horgen;107;Pfannenstiel;5142
01.01.2011;160;Zumikon;7;Horgen;107;Pfannenstiel;5147
01.01.2016;55;Eglisau;3;Bülach;111;Zürcher Unterland;5148
01.01.2012;160;Zumikon;7;Horgen;107;Pfannenstiel;5162
01.01.2010;3;Bonstetten;1;Affoltern;105;Knonaueramt;5164
01.01.2013;160;Zumikon;7;Horgen;107;Pfannenstiel;5164
01.01.2011;3;Bonstetten;1;Affoltern;105;Knonaueramt;5166
01.01.2019;197;Schwerzenbach;9;Pfäffikon;102;Glattal;5168
01.01.2015;160;Zumikon;7;Horgen;107;Pfannenstiel;5168
01.01.2017;55;Eglisau;3;Bülach;111;Zürcher Unterland;5170
01.01.2010;64;Nürensdorf;3;Bülach;102;Glattal;5170
01.01.2018;14;Wettswil a.A.;1;Affoltern;105;Knonaueramt;5172
01.01.2020;197;Schwerzenbach;9;Pfäffikon;102;Glattal;5183
01.01.2017;58;Glattfelden;3;Bülach;111;Zürcher Unterland;5189
01.01.2012;3;Bonstetten;1;Affoltern;105;Knonaueramt;5191
01.01.2018;58;Glattfelden;3;Bülach;111;Zürcher Unterland;5195
01.01.2019;9;Mettmenstetten;1;Affoltern;105;Knonaueramt;5199
01.01.2018;55;Eglisau;3;Bülach;111;Zürcher Unterland;5207
01.01.2012;176;Lindau;8;Meilen;109;Winterthur und Umgebung;5207
01.01.2012;194;Greifensee;9;Pfäffikon;102;Glattal;5214
01.01.2019;58;Glattfelden;3;Bülach;111;Zürcher Unterland;5218
01.01.2011;64;Nürensdorf;3;Bülach;102;Glattal;5224
01.01.2010;223;Neftenbach;10;Uster;109;Winterthur und Umgebung;5224
01.01.2010;139;Rüschlikon;6;Hinwil;106;Zimmerberg;5227
01.01.2019;14;Wettswil a.A.;1;Affoltern;105;Knonaueramt;5235
01.01.2010;151;Erlenbach;7;Horgen;107;Pfannenstiel;5247
01.01.2013;3;Bonstetten;1;Affoltern;105;Knonaueramt;5254
01.01.2012;64;Nürensdorf;3;Bülach;102;Glattal;5261
01.01.2011;151;Erlenbach;7;Horgen;107;Pfannenstiel;5266
01.01.2018;160;Zumikon;7;Horgen;107;Pfannenstiel;5266
01.01.2020;58;Glattfelden;3;Bülach;111;Zürcher Unterland;5273
01.01.2020;14;Wettswil a.A.;1;Affoltern;105;Knonaueramt;5278
01.01.2014;3;Bonstetten;1;Affoltern;105;Knonaueramt;5279
01.01.2014;194;Greifensee;9;Pfäffikon;102;Glattal;5300
01.01.2020;194;Greifensee;9;Pfäffikon;102;Glattal;5302
01.01.2013;194;Greifensee;9;Pfäffikon;102;Glattal;5305
01.01.2013;176;Lindau;8;Meilen;109;Winterthur und Umgebung;5306
