Bezirks-Nr.;Bezirkbezeichnung;BFS;Gemeinde;Glas;Metalle;Altoel;Total_Glas_Metalle_Altoel;Jahr_Datum;Jahr;Gesamtsteuerfuss_ohne_Kirchen;Durchschnitt_Steuerfuss_ueber_alle_Jahre;ANZAHL_PERSONEN_TOTAL;Glas_pro_Kopf;Metalle_pro_Kopf;Altoel_pro_Kopf;Total_Glas_Metalle_altoel_pro_kopf;Glas_pro_Kopf_durchschnitt;Metalle_pro_Kopf_durchschnitt;altoel_pro_Kopf_durchschnitt;total_pro_kopf_durchschnitt;Steuerfuss_aenderung;Steuerfuss_aenderung_prozentual;Glas_pro_Kopf_aenderung;Glas_pro_Kopf_aenderung_prozent;Metalle_pro_Kopf_aenderung;Metalle_pro_Kopf_aenderung_prozent;Altoel_pro_Kopf_aenderung;Altoel_pro_Kopf_aenderung_prozent;Total_Glas_Metalle_altoel_pro_kopf_aenderung;Total_Glas_Metalle_altoel_pro_kopf_aenderung_prozent
3; Buelach ;56; Embrach ;352;75;3;430;01.01.2016;2016;118;;9161;0.038423753;0.008186879;0.000327475;0.046938107;;;;;;;;;;;;;;
3; Buelach ;56; Embrach ;357;85;2;444;01.01.2017;2017;118;;9419;0.037902113;0.009024313;0.000212337;0.047138762;;;;;;;;;;;;;;
3; Buelach ;56; Embrach ;372;43;3;418;01.01.2018;2018;118;;9434;0.039431842;0.004557982;0.000317999;0.044307823;;;;;;;;;;;;;;
8; Meilen ;151; Erlenbach ;245;27;1;273;01.01.2019;2019;79;79.375;5586;0.043859649;0.004833512;0.000179019;0.04887218;0.043617219;0.005923496;0.000182591;0.049677037;-3;-3.66%;-0.00164618;-3.62%;-0.00193595;-28.60%;-0.00000902;-4.80%;-0.00359115;-6.85%
8; Meilen ;151; Erlenbach ;242;36;1;279;01.01.2012;2012;82;;5318;0.045505829;0.006769462;0.000188041;0.052463332;;;;;;;;;;;;;;
8; Meilen ;151; Erlenbach ;247;35;1;282;01.01.2013;2013;79;;5336;0.046289355;0.00655922;0.000187406;0.052848576;;;;;;;;;;;;;;
8; Meilen ;151; Erlenbach ;234;34;1;269;01.01.2014;2014;79;;5443;0.042990998;0.006246555;0.000183722;0.049421275;;;;;;;;;;;;;;
8; Meilen ;151; Erlenbach ;219;37;1;256;01.01.2015;2015;79;;5472;0.04002193;0.006761696;0.000182749;0.046783626;;;;;;;;;;;;;;
8; Meilen ;151; Erlenbach ;245;36;1;282;01.01.2016;2016;79;;5502;0.044529262;0.006543075;0.000181752;0.051254089;;;;;;;;;;;;;;
8; Meilen ;151; Erlenbach ;231;33;1;265;01.01.2017;2017;79;;5567;0.041494521;0.005927789;0.00017963;0.04760194;;;;;;;;;;;;;;
8; Meilen ;151; Erlenbach ;248;21;1;270;01.01.2018;2018;79;;5605;0.044246209;0.003746655;0.000178412;0.048171276;;;;;;;;;;;;;;
10; Uster ;193; Faellanden ;245;31;3;279;01.01.2019;2019;103;95.375;8678;0.028232312;0.003572252;0.000345702;0.032150265;0.027726057;0.003550288;0.000221471;0.031497816;10;10.75%;0.00083675;3.05%;0.00022528;6.73%;0.00022174;178.88%;0.00128377;4.16%
10; Uster ;193; Faellanden ;221;27;1;249;01.01.2012;2012;93;;8067;0.027395562;0.003346969;0.000123962;0.030866493;;;;;;;;;;;;;;
10; Uster ;193; Faellanden ;220;29;1;250;01.01.2013;2013;93;;8139;0.027030348;0.003563091;0.000122865;0.030716304;;;;;;;;;;;;;;
10; Uster ;193; Faellanden ;222;31;1;254;01.01.2014;2014;93;;8182;0.02713273;0.003788805;0.00012222;0.031043755;;;;;;;;;;;;;;
10; Uster ;193; Faellanden ;234;29;1;264;01.01.2015;2015;93;;8340;0.028057554;0.003477218;0.000119904;0.031654676;;;;;;;;;;;;;;
10; Uster ;193; Faellanden ;242;30;3;275;01.01.2016;2016;96;;8401;0.028806095;0.003571003;0.0003571;0.032734198;;;;;;;;;;;;;;
10; Uster ;193; Faellanden ;241;31;2;274;01.01.2017;2017;96;;8575;0.028104956;0.00361516;0.000233236;0.031953353;;;;;;;;;;;;;;
10; Uster ;193; Faellanden ;234;30;3;267;01.01.2018;2018;96;;8651;0.027048896;0.003467807;0.000346781;0.030863484;;;;;;;;;;;;;;
9; Pfaeffikon ;172; Fehraltorf ;171;50;3;224;01.01.2019;2019;107;107;6480;0.026388889;0.007716049;0.000462963;0.034567901;0.028771319;0.008110914;0.000651221;0.037474028;0;0.00%;-0.00415283;-13.60%;-0.00096423;-11.11%;-0.00034077;-42.40%;-0.00545782;-13.64%
9; Pfaeffikon ;172; Fehraltorf ;190;54;5;249;01.01.2012;2012;107;;6221;0.030541714;0.008680276;0.000803729;0.040025719;;;;;;;;;;;;;;
9; Pfaeffikon ;172; Fehraltorf ;188;51;3;241;01.01.2013;2013;107;;6262;0.030022357;0.008144363;0.00047908;0.038486107;;;;;;;;;;;;;;
9; Pfaeffikon ;172; Fehraltorf ;184;51;4;239;01.01.2014;2014;107;;6309;0.029164685;0.00808369;0.000634015;0.03788239;;;;;;;;;;;;;;
9; Pfaeffikon ;172; Fehraltorf ;182;52;4;237;01.01.2015;2015;107;;6292;0.02892562;0.008264463;0.000635728;0.037666879;;;;;;;;;;;;;;
9; Pfaeffikon ;172; Fehraltorf ;169;54;4;227;01.01.2016;2016;107;;6333;0.026685615;0.008526765;0.000631612;0.035843992;;;;;;;;;;;;;;
9; Pfaeffikon ;172; Fehraltorf ;186;51;5;241;01.01.2017;2017;107;;6378;0.029162747;0.007996237;0.000783945;0.03778614;;;;;;;;;;;;;;
9; Pfaeffikon ;172; Fehraltorf ;188;48;5;241;01.01.2018;2018;107;;6421;0.029278929;0.007475471;0.000778695;0.037533095;;;;;;;;;;;;;;
2; Andelfingen ;27; Feuerthalen ;54;13;2;69;01.01.2019;2019;114;114.25;3605;0.014979196;0.003606103;0.000554785;0.019140083;0.018961356;0.003296796;0.000350173;0.022678448;-1;-0.87%;0.0149792;#DIV/0!;0.0036061;#DIV/0!;0.00055479;#DIV/0!;0.01914008;#DIV/0!
2; Andelfingen ;27; Feuerthalen ;0;0;0;0;01.01.2012;2012;115;;3459;0;0;0;0;;;;;;;;;;;;;;
2; Andelfingen ;27; Feuerthalen ;86;16;2;104;01.01.2013;2013;115;;3483;0.024691358;0.004593741;0.000574218;0.029859317;;;;;;;;;;;;;;
2; Andelfingen ;27; Feuerthalen ;80;15;1;97;01.01.2014;2014;114;;3497;0.022876752;0.004289391;0.000285959;0.027738061;;;;;;;;;;;;;;
2; Andelfingen ;27; Feuerthalen ;91;14;1;106;01.01.2015;2015;114;;3564;0.025533109;0.003928171;0.000280584;0.029741863;;;;;;;;;;;;;;
2; Andelfingen ;27; Feuerthalen ;75;12;1;88;01.01.2016;2016;114;;3589;0.020897186;0.00334355;0.000278629;0.024519365;;;;;;;;;;;;;;
2; Andelfingen ;27; Feuerthalen ;76;12;1;90;01.01.2017;2017;114;;3636;0.02090209;0.00330033;0.000275028;0.024752475;;;;;;;;;;;;;;
2; Andelfingen ;27; Feuerthalen ;79;12;2;93;01.01.2018;2018;114;;3622;0.021811154;0.003313087;0.000552181;0.025676422;;;;;;;;;;;;;;
6; Hinwil ;114; Fischenthal ;67;5;1;73;01.01.2019;2019;124;125.125;2505;0.026746507;0.001996008;0.000399202;0.029141717;0.024223368;0.004136302;0.00015521;0.028618448;2;1.64%;0.00099543;3.87%;-0.00272502;-57.72%;0.0003992;#DIV/0!;-0.00175957;-5.69%
6; Hinwil ;114; Fischenthal ;60;11;0;72;01.01.2012;2012;122;;2330;0.025751073;0.00472103;0;0.030901288;;;;;;;;;;;;;;
6; Hinwil ;114; Fischenthal ;59;10;0;69;01.01.2013;2013;122;;2323;0.025398192;0.004304778;0;0.02970297;;;;;;;;;;;;;;
6; Hinwil ;114; Fischenthal ;58;10;1;69;01.01.2014;2014;124;;2325;0.024946237;0.004301075;0.000430108;0.029677419;;;;;;;;;;;;;;
6; Hinwil ;114; Fischenthal ;57;10;1;68;01.01.2015;2015;124;;2425;0.023505155;0.004123711;0.000412371;0.028041237;;;;;;;;;;;;;;
6; Hinwil ;114; Fischenthal ;54;9;0;63;01.01.2016;2016;134;;2473;0.021835827;0.003639304;0;0.025475131;;;;;;;;;;;;;;
6; Hinwil ;114; Fischenthal ;54;9;0;64;01.01.2017;2017;127;;2504;0.021565495;0.003594249;0;0.025559105;;;;;;;;;;;;;;
6; Hinwil ;114; Fischenthal ;60;16;0;76;01.01.2018;2018;124;;2496;0.024038462;0.006410256;0;0.030448718;;;;;;;;;;;;;;
2; Andelfingen ;28; Flaach ;57;13;2;72;01.01.2019;2019;107;110.5;1420;0.040140845;0.00915493;0.001408451;0.050704225;0.036962535;0.010411491;0.00099928;0.048281462;-6;-5.31%;0.0010431;2.67%;-0.00061951;-6.34%;0.00065657;87.32%;0.00108017;2.18%
2; Andelfingen ;28; Flaach ;52;13;1;66;01.01.2012;2012;113;;1330;0.039097744;0.009774436;0.00075188;0.04962406;;;;;;;;;;;;;;
2; Andelfingen ;28; Flaach ;50;14;1;65;01.01.2013;2013;114;;1351;0.037009623;0.010362694;0.000740192;0.048112509;;;;;;;;;;;;;;
2; Andelfingen ;28; Flaach ;50;17;2;68;01.01.2014;2014;110;;1361;0.036737693;0.012490816;0.001469508;0.049963262;;;;;;;;;;;;;;
2; Andelfingen ;28; Flaach ;50;15;1;66;01.01.2015;2015;110;;1357;0.036845984;0.011053795;0.00073692;0.048636699;;;;;;;;;;;;;;
2; Andelfingen ;28; Flaach ;47;14;1;62;01.01.2016;2016;110;;1354;0.034711965;0.010339734;0.000738552;0.045790251;;;;;;;;;;;;;;
2; Andelfingen ;28; Flaach ;48;13;1;62;01.01.2017;2017;110;;1375;0.034909091;0.009454545;0.000727273;0.045090909;;;;;;;;;;;;;;
2; Andelfingen ;28; Flaach ;51;15;2;68;01.01.2018;2018;110;;1407;0.036247335;0.010660981;0.001421464;0.04832978;;;;;;;;;;;;;;
2; Andelfingen ;29; Flurlingen ;26;3;0;29;01.01.2019;2019;112;112;1477;0.01760325;0.002031144;0;0.019634394;0.027479701;0.002802777;0;0.030282235;-4;-3.45%;-0.01631901;-48.11%;-0.00220914;-52.10%;0;#DIV/0!;-0.01852815;-48.55%
2; Andelfingen ;29; Flurlingen ;48;6;0;54;01.01.2012;2012;116;;1415;0.033922261;0.004240283;0;0.038162544;;;;;;;;;;;;;;
2; Andelfingen ;29; Flurlingen ;47;5;0;52;01.01.2013;2013;110;;1401;0.033547466;0.003568879;0;0.037116345;;;;;;;;;;;;;;
2; Andelfingen ;29; Flurlingen ;46;6;0;52;01.01.2014;2014;110;;1420;0.032394366;0.004225352;0;0.036619718;;;;;;;;;;;;;;
2; Andelfingen ;29; Flurlingen ;41;4;0;46;01.01.2015;2015;112;;1437;0.028531663;0.002783577;0;0.032011134;;;;;;;;;;;;;;
2; Andelfingen ;29; Flurlingen ;38;3;0;40;01.01.2016;2016;112;;1433;0.026517795;0.00209351;0;0.027913468;;;;;;;;;;;;;;
2; Andelfingen ;29; Flurlingen ;35;2;0;37;01.01.2017;2017;112;;1437;0.024356298;0.001391788;0;0.025748086;;;;;;;;;;;;;;
2; Andelfingen ;29; Flurlingen ;33;3;0;36;01.01.2018;2018;112;;1437;0.022964509;0.002087683;0;0.025052192;;;;;;;;;;;;;;
3; Buelach ;57; Freienstein-Teufen ;61;22;1;84;01.01.2019;2019;99;97.75;2390;0.025523013;0.009205021;0.00041841;0.035146444;0.02387842;0.009650548;0.000643029;0.034225945;0;0.00%;0.00221701;9.51%;-0.00072161;-7.27%;-0.00001318;-3.05%;0.00105063;3.08%
3; Buelach ;57; Freienstein-Teufen ;54;23;1;79;01.01.2012;2012;99;;2317;0.023305999;0.009926629;0.000431593;0.034095814;;;;;;;;;;;;;;
3; Buelach ;57; Freienstein-Teufen ;47;23;2;72;01.01.2013;2013;97;;2287;0.02055094;0.010056843;0.000874508;0.031482291;;;;;;;;;;;;;;
3; Buelach ;57; Freienstein-Teufen ;67;24;2;93;01.01.2014;2014;97;;2305;0.029067245;0.010412148;0.000867679;0.040347072;;;;;;;;;;;;;;
3; Buelach ;57; Freienstein-Teufen ;58;27;1;86;01.01.2015;2015;97;;2303;0.025184542;0.011723838;0.000434216;0.037342597;;;;;;;;;;;;;;
3; Buelach ;57; Freienstein-Teufen ;43;20;1;64;01.01.2016;2016;97;;2333;0.018431204;0.008572653;0.000428633;0.02743249;;;;;;;;;;;;;;
3; Buelach ;57; Freienstein-Teufen ;60;20;1;81;01.01.2017;2017;97;;2371;0.025305778;0.008435259;0.000421763;0.034162801;;;;;;;;;;;;;;
3; Buelach ;57; Freienstein-Teufen ;56;21;3;80;01.01.2018;2018;99;;2367;0.02365864;0.00887199;0.001267427;0.033798057;;;;;;;;;;;;;;
5; Dietikon ;244; Geroldswil ;173;43;1;217;01.01.2019;2019;111;97.375;4928;0.035105519;0.008725649;0.000202922;0.044034091;0.036601364;0.006664381;0.000282555;0.043521408;18;19.35%;-0.00390756;-10.02%;0.00429714;97.03%;-0.00000796;-3.77%;0.00059251;1.36%
5; Dietikon ;244; Geroldswil ;185;21;1;206;01.01.2012;2012;93;;4742;0.039013075;0.004428511;0.000210881;0.043441586;;;;;;;;;;;;;;
5; Dietikon ;244; Geroldswil ;152;21;1;174;01.01.2013;2013;91;;4745;0.03203372;0.004425711;0.000210748;0.036670179;;;;;;;;;;;;;;
5; Dietikon ;244; Geroldswil ;189;29;2;219;01.01.2014;2014;91;;4822;0.039195355;0.006014102;0.000414766;0.045416839;;;;;;;;;;;;;;
5; Dietikon ;244; Geroldswil ;183;32;1;216;01.01.2015;2015;96;;4858;0.037669823;0.006587073;0.000205846;0.044462742;;;;;;;;;;;;;;
5; Dietikon ;244; Geroldswil ;188;37;2;228;01.01.2016;2016;96;;4923;0.038188097;0.007515742;0.000406256;0.046313224;;;;;;;;;;;;;;
5; Dietikon ;244; Geroldswil ;179;38;2;219;01.01.2017;2017;97;;4918;0.036396909;0.007726718;0.000406669;0.044530297;;;;;;;;;;;;;;
5; Dietikon ;244; Geroldswil ;174;39;1;214;01.01.2018;2018;104;;4942;0.035208418;0.007891542;0.000202347;0.043302307;;;;;;;;;;;;;;
3; Buelach ;58; Glattfelden ;160;90;3;253;01.01.2019;2019;115;112.75;5218;0.030663089;0.017247988;0.000574933;0.04848601;0.027266566;0.015340237;0.000504047;0.043060141;3;2.68%;0.00294642;10.63%;0.00448952;35.19%;0.00035496;161.36%;0.00779089;19.14%
3; Buelach ;58; Glattfelden ;126;58;1;185;01.01.2012;2012;112;;4546;0.027716674;0.012758469;0.000219974;0.040695117;;;;;;;;;;;;;;
3; Buelach ;58; Glattfelden ;133;71;3;207;01.01.2013;2013;112;;4631;0.028719499;0.015331462;0.000647808;0.044698769;;;;;;;;;;;;;;
3; Buelach ;58; Glattfelden ;126;69;4;198;01.01.2014;2014;112;;4824;0.026119403;0.014303483;0.000829187;0.041044776;;;;;;;;;;;;;;
3; Buelach ;58; Glattfelden ;132;80;1;213;01.01.2015;2015;112;;4945;0.02669363;0.016177958;0.000202224;0.043073812;;;;;;;;;;;;;;
3; Buelach ;58; Glattfelden ;137;84;3;223;01.01.2016;2016;112;;5041;0.027177147;0.01666336;0.00059512;0.044237255;;;;;;;;;;;;;;
3; Buelach ;58; Glattfelden ;146;80;3;229;01.01.2017;2017;112;;5189;0.028136442;0.015417229;0.000578146;0.044131817;;;;;;;;;;;;;;
3; Buelach ;58; Glattfelden ;119;77;2;198;01.01.2018;2018;115;;5195;0.022906641;0.014821944;0.000384986;0.038113571;;;;;;;;;;;;;;
6; Hinwil ;115; Gossau ;272;76;3;351;01.01.2019;2019;119;119;10254;0.026526234;0.007411742;0.000292569;0.034230544;0.029066837;0.007869635;0.000290892;0.037214784;0;0.00%;-0.00416694;-13.58%;-0.00000406;-0.05%;0.00008658;42.03%;-0.00408442;-10.66%
6; Hinwil ;115; Gossau ;298;72;2;372;01.01.2012;2012;119;;9709;0.030693171;0.0074158;0.000205994;0.038314965;;;;;;;;;;;;;;
6; Hinwil ;115; Gossau ;291;76;4;371;01.01.2013;2013;119;;9692;0.030024763;0.007841519;0.000412712;0.038278993;;;;;;;;;;;;;;
6; Hinwil ;115; Gossau ;293;83;2;378;01.01.2014;2014;119;;9756;0.0300328;0.008507585;0.000205002;0.038745387;;;;;;;;;;;;;;
6; Hinwil ;115; Gossau ;290;76;4;370;01.01.2015;2015;119;;9744;0.029761905;0.007799672;0.000410509;0.037972085;;;;;;;;;;;;;;
6; Hinwil ;115; Gossau ;292;85;2;379;01.01.2016;2016;119;;9791;0.029823307;0.008681442;0.000204269;0.038709018;;;;;;;;;;;;;;
6; Hinwil ;115; Gossau ;295;77;3;374;01.01.2017;2017;119;;9937;0.029687028;0.007748818;0.000301902;0.037637114;;;;;;;;;;;;;;
6; Hinwil ;115; Gossau ;265;77;3;345;01.01.2018;2018;119;;10198;0.025985487;0.0075505;0.000294175;0.033830163;;;;;;;;;;;;;;
10; Uster ;194; Greifensee ;132;24;1;157;01.01.2019;2019;94;93.375;5379;0.024539877;0.004461796;0.000185908;0.029187581;0.026168629;0.003358974;0.000139926;0.029690916;-4;-4.08%;-0.00365345;-12.96%;-0.0001412;-3.07%;0.00018591;#DIV/0!;-0.00360874;-11.00%
10; Uster ;194; Greifensee ;147;24;0;171;01.01.2012;2012;98;;5214;0.028193326;0.004602992;0;0.032796318;;;;;;;;;;;;;;
10; Uster ;194; Greifensee ;133;21;0;154;01.01.2013;2013;94;;5305;0.025070688;0.00395853;0;0.029029218;;;;;;;;;;;;;;
10; Uster ;194; Greifensee ;143;15;0;158;01.01.2014;2014;93;;5300;0.026981132;0.002830189;0;0.029811321;;;;;;;;;;;;;;
10; Uster ;194; Greifensee ;137;11;2;150;01.01.2015;2015;93;;5360;0.025559701;0.002052239;0.000373134;0.027985075;;;;;;;;;;;;;;
10; Uster ;194; Greifensee ;152;15;1;168;01.01.2016;2016;93;;5366;0.0283265;0.002795378;0.000186359;0.031308237;;;;;;;;;;;;;;
10; Uster ;194; Greifensee ;135;14;1;151;01.01.2017;2017;91;;5345;0.02525725;0.00261927;0.000187091;0.028250702;;;;;;;;;;;;;;
10; Uster ;194; Greifensee ;136;19;1;156;01.01.2018;2018;91;;5350;0.025420561;0.003551402;0.000186916;0.029158879;;;;;;;;;;;;;;
6; Hinwil ;116; Grueningen ;67;;0;67;01.01.2019;2019;113;113;3638;0.018416712;0;0;0.018416712;0.024218902;0.003532055;0;0.027789752;0;0.00%;-0.00734369;-28.51%;-0.00465549;-100.00%;0;#DIV/0!;-0.01230955;-40.06%
6; Hinwil ;116; Grueningen ;83;15;0;99;01.01.2012;2012;113;;3222;0.025760397;0.004655493;0;0.030726257;;;;;;;;;;;;;;
6; Hinwil ;116; Grueningen ;87;15;0;102;01.01.2013;2013;113;;3269;0.026613643;0.004588559;0;0.031202203;;;;;;;;;;;;;;
6; Hinwil ;116; Grueningen ;71;16;0;87;01.01.2014;2014;113;;3365;0.021099554;0.004754829;0;0.025854383;;;;;;;;;;;;;;
6; Hinwil ;116; Grueningen ;80;16;0;96;01.01.2015;2015;113;;3358;0.023823705;0.004764741;0;0.028588446;;;;;;;;;;;;;;
6; Hinwil ;116; Grueningen ;95;16;0;111;01.01.2016;2016;113;;3381;0.028098196;0.004732328;0;0.032830524;;;;;;;;;;;;;;
6; Hinwil ;116; Grueningen ;102;16;0;118;01.01.2017;2017;113;;3361;0.030348111;0.004760488;0;0.035108599;;;;;;;;;;;;;;
6; Hinwil ;116; Grueningen ;68;;0;68;01.01.2018;2018;113;;3471;0.019590896;0;0;0.019590896;;;;;;;;;;;;;;
11; Winterthur ;220; Hagenbuch ;21;2;0;23;01.01.2019;2019;112;109.25;1079;0.019462465;0.001853568;0;0.021316033;0.025050163;0.003417018;0.000113225;0.028695719;7;6.67%;-0.04666072;-70.57%;-0.00176962;-48.84%;-0.0009058;-100.00%;-0.04933614;-69.83%
11; Winterthur ;220; Hagenbuch ;73;4;1;78;01.01.2012;2012;105;;1104;0.066123188;0.003623188;0.000905797;0.070652174;;;;;;;;;;;;;;
11; Winterthur ;220; Hagenbuch ;26;4;0;31;01.01.2013;2013;105;;1084;0.02398524;0.003690037;0;0.028597786;;;;;;;;;;;;;;
11; Winterthur ;220; Hagenbuch ;23;5;0;28;01.01.2014;2014;105;;1112;0.020683453;0.004496403;0;0.025179856;;;;;;;;;;;;;;
11; Winterthur ;220; Hagenbuch ;23;4;0;27;01.01.2015;2015;111;;1107;0.020776874;0.003613369;0;0.024390244;;;;;;;;;;;;;;
11; Winterthur ;220; Hagenbuch ;19;5;0;24;01.01.2016;2016;112;;1093;0.017383349;0.004574565;0;0.021957914;;;;;;;;;;;;;;
11; Winterthur ;220; Hagenbuch ;18;3;0;21;01.01.2017;2017;112;;1105;0.016289593;0.002714932;0;0.019004525;;;;;;;;;;;;;;
11; Winterthur ;220; Hagenbuch ;17;3;0;20;01.01.2018;2018;112;;1083;0.015697138;0.002770083;0;0.018467221;;;;;;;;;;;;;;
1; Affoltern ;4; Hausen a.A. ;106;10;2;118;01.01.2019;2019;112;111;3749;0.028274206;0.002667378;0.000533476;0.03147506;0.03074288;0.002563335;0.0003491;0.033618245;4;3.70%;-0.00671986;-19.20%;0.00088802;49.91%;0.00023692;79.89%;-0.00529837;-14.41%
1; Affoltern ;4; Hausen a.A. ;118;6;1;124;01.01.2012;2012;108;;3372;0.034994069;0.001779359;0.00029656;0.036773428;;;;;;;;;;;;;;
1; Affoltern ;4; Hausen a.A. ;110;6;1;117;01.01.2013;2013;108;;3416;0.032201405;0.00175644;0.00029274;0.034250585;;;;;;;;;;;;;;
1; Affoltern ;4; Hausen a.A. ;97;10;1;108;01.01.2014;2014;112;;3469;0.027961949;0.002882675;0.000288268;0.031132891;;;;;;;;;;;;;;
1; Affoltern ;4; Hausen a.A. ;109;10;0;119;01.01.2015;2015;112;;3476;0.031357883;0.00287687;0;0.034234753;;;;;;;;;;;;;;
1; Affoltern ;4; Hausen a.A. ;111;10;2;123;01.01.2016;2016;112;;3556;0.031214848;0.002812148;0.00056243;0.034589426;;;;;;;;;;;;;;
1; Affoltern ;4; Hausen a.A. ;105;13;2;120;01.01.2017;2017;112;;3646;0.028798683;0.003565551;0.000548546;0.032912781;;;;;;;;;;;;;;
1; Affoltern ;4; Hausen a.A. ;115;8;1;124;01.01.2018;2018;112;;3693;0.031139995;0.00216626;0.000270783;0.033577038;;;;;;;;;;;;;;
1; Affoltern ;5; Hedingen ;79;21;1;101;01.01.2019;2019;105;102.25;3775;0.020927152;0.005562914;0.000264901;0.026754967;0.021597444;0.005613457;0.000137619;0.027349402;4;3.96%;-0.00160565;-7.13%;-0.00071204;-11.35%;-0.00002032;-7.13%;-0.00233802;-8.04%
1; Affoltern ;5; Hedingen ;79;22;1;102;01.01.2012;2012;101;;3506;0.022532801;0.006274957;0.000285225;0.029092983;;;;;;;;;;;;;;
1; Affoltern ;5; Hedingen ;89;23;1;114;01.01.2013;2013;101;;3585;0.024825662;0.006415621;0.00027894;0.031799163;;;;;;;;;;;;;;
1; Affoltern ;5; Hedingen ;79;19;0;98;01.01.2014;2014;98;;3645;0.021673525;0.00521262;0;0.026886145;;;;;;;;;;;;;;
1; Affoltern ;5; Hedingen ;75;19;0;94;01.01.2015;2015;98;;3655;0.020519836;0.005198358;0;0.025718194;;;;;;;;;;;;;;
1; Affoltern ;5; Hedingen ;74;19;0;93;01.01.2016;2016;105;;3667;0.020179984;0.005181347;0;0.025361331;;;;;;;;;;;;;;
1; Affoltern ;5; Hedingen ;77;18;1;95;01.01.2017;2017;105;;3678;0.020935291;0.004893964;0.000271887;0.025829255;;;;;;;;;;;;;;
1; Affoltern ;5; Hedingen ;79;23;0;102;01.01.2018;2018;105;;3729;0.021185304;0.006167873;0;0.027353178;;;;;;;;;;;;;;
2; Andelfingen ;31; Henggart ;72;15;1;88;01.01.2019;2019;104;106.25;2235;0.032214765;0.006711409;0.000447427;0.039373602;0.029255411;0.006608689;0.000332707;0.036141838;-3;-2.80%;0.00374501;13.15%;0.00137333;25.73%;0.00000259;0.58%;0.00512093;14.95%
2; Andelfingen ;31; Henggart ;64;12;1;77;01.01.2012;2012;107;;2248;0.028469751;0.005338078;0.00044484;0.034252669;;;;;;;;;;;;;;
2; Andelfingen ;31; Henggart ;63;11;1;75;01.01.2013;2013;107;;2273;0.027716674;0.004839419;0.000439947;0.03299604;;;;;;;;;;;;;;
2; Andelfingen ;31; Henggart ;61;13;1;74;01.01.2014;2014;107;;2274;0.026824978;0.005716799;0.000439754;0.032541777;;;;;;;;;;;;;;
2; Andelfingen ;31; Henggart ;60;12;0;72;01.01.2015;2015;107;;2250;0.026666667;0.005333333;0;0.032;;;;;;;;;;;;;;
2; Andelfingen ;31; Henggart ;68;17;1;86;01.01.2016;2016;106;;2240;0.030357143;0.007589286;0.000446429;0.038392857;;;;;;;;;;;;;;
2; Andelfingen ;31; Henggart ;69;18;1;88;01.01.2017;2017;106;;2256;0.030585106;0.007978723;0.000443262;0.039007092;;;;;;;;;;;;;;
2; Andelfingen ;31; Henggart ;70;21;0;91;01.01.2018;2018;106;;2243;0.031208203;0.009362461;0;0.040570664;;;;;;;;;;;;;;
8; Meilen ;152; Herrliberg ;201;15;2;218;01.01.2019;2019;78;78;6458;0.031124187;0.002322701;0.000309693;0.033756581;0.031318717;0.002454078;0.000198929;0.03399202;0;0.00%;-0.00347676;-10.05%;-0.00077833;-25.10%;0.00014648;89.75%;-0.00410861;-10.85%
8; Meilen ;152; Herrliberg ;212;19;1;232;01.01.2012;2012;78;;6127;0.034600947;0.003101028;0.000163212;0.037865187;;;;;;;;;;;;;;
8; Meilen ;152; Herrliberg ;214;15;2;232;01.01.2013;2013;78;;6159;0.0347459;0.00243546;0.000324728;0.037668453;;;;;;;;;;;;;;
8; Meilen ;152; Herrliberg ;204;17;1;222;01.01.2014;2014;78;;6240;0.032692308;0.002724359;0.000160256;0.035576923;;;;;;;;;;;;;;
8; Meilen ;152; Herrliberg ;191;17;1;209;01.01.2015;2015;78;;6289;0.030370488;0.002703132;0.000159008;0.033232628;;;;;;;;;;;;;;
8; Meilen ;152; Herrliberg ;200;17;1;218;01.01.2016;2016;78;;6286;0.031816736;0.002704423;0.000159084;0.034680242;;;;;;;;;;;;;;
8; Meilen ;152; Herrliberg ;173;17;1;191;01.01.2017;2017;78;;6290;0.027503975;0.002702703;0.000158983;0.03036566;;;;;;;;;;;;;;
8; Meilen ;152; Herrliberg ;177;6;1;184;01.01.2018;2018;78;;6391;0.027695196;0.00093882;0.00015647;0.028790487;;;;;;;;;;;;;;
11; Winterthur ;221; Hettlingen ;73;5;0;78;01.01.2019;2019;98;98;3167;0.023050205;0.001578781;0;0.024628986;0.022539053;0.001844558;0.000243376;0.024464842;0;0.00%;0.00028489;1.25%;0.00057443;57.19%;-0.00033478;-100.00%;0.00052453;2.18%
11; Winterthur ;221; Hettlingen ;68;3;1;72;01.01.2012;2012;98;;2987;0.022765316;0.001004352;0.000334784;0.024104453;;;;;;;;;;;;;;
11; Winterthur ;221; Hettlingen ;64;3;1;67;01.01.2013;2013;98;;3002;0.021319121;0.000999334;0.000333111;0.022318454;;;;;;;;;;;;;;
11; Winterthur ;221; Hettlingen ;58;6;1;64;01.01.2014;2014;98;;3065;0.018923328;0.001957586;0.000326264;0.020880914;;;;;;;;;;;;;;
11; Winterthur ;221; Hettlingen ;53;8;1;61;01.01.2015;2015;98;;3113;0.017025377;0.002569868;0.000321234;0.019595246;;;;;;;;;;;;;;
11; Winterthur ;221; Hettlingen ;72;9;1;81;01.01.2016;2016;98;;3159;0.022792023;0.002849003;0.000316556;0.025641026;;;;;;;;;;;;;;
